,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
1569,1569,16344,25286,"But there's no, people who say things are off the record means that ‘ I don't want to be, but I want it to get into the system’.",0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,off the record,figurative,identical,CCONJ ADV DET NOUN NOUN VERB NOUN VERB ADP DET NOUN VERB ADP PUNCT PRON VERB VERB PART VERB CCONJ PRON VERB PRON PART VERB ADP DET NOUN,1,"But there's no, people who say things are  off the record  means that ‘ I don't want to be, but I want it to get into the system’.",True
1570,1570,6817,10960,"Hendry pocketed a first prize of £ 110,000, took his unbeaten run in the tournament — since 1989 — to 20 matches and claimed the antique gold trophy for keeps.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,for keeps,figurative,identical,PROPN VERB DET ADJ NOUN ADP SYM NUM VERB ADJ ADJ NOUN ADP DET NOUN PUNCT ADP NUM PUNCT PART NUM NOUN CCONJ VERB DET ADJ NOUN NOUN ADP NOUN,1,"Hendry pocketed a first prize of £ 110,000, took his unbeaten run in the tournament — since 1989 — to 20 matches and claimed the antique gold trophy  for keeps. ",True
1571,1571,9400,14981,industrial machinery — indeed anything that includes hardened steel — would grind to a halt if trade in chromium stopped.,0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0,grind to a halt,figurative,identical,ADJ NOUN PUNCT ADV NOUN ADJ VERB VERB NOUN PUNCT VERB VERB ADP DET NOUN ADP NOUN ADP NOUN VERB,1,industrial machinery — indeed anything that includes hardened steel — would  grind to a halt  if trade in chromium stopped.,True
1572,1572,24811,37107,The network is constantly being upgraded to provide staff and students with state of the art facilities.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0,state of the art,figurative,identical,DET NOUN VERB ADV VERB VERB PART VERB NOUN CCONJ NOUN ADP NOUN ADP DET NOUN NOUN,1,The network is constantly being upgraded to provide staff and students with  state of the art  facilities.,True
1573,1573,16544,25512,I really am fed up with other people's old hat views about abseiling.,0 0 0 0 0 0 0 0 1 1 0 0 0,old hat,figurative,identical,PRON ADV VERB VERB PART ADP ADJ NOUN ADJ NOUN NOUN ADP VERB,1,I really am fed up with other people's  old hat  views about abseiling.,True
1574,1574,14717,22494,"BRITISH Rail booking clerks watched a man being attacked and robbed without lifting a finger to help him, it was claimed yesterday.",0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0,lift a finger,figurative,inflection,PROPN PROPN NOUN NOUN VERB DET NOUN VERB VERB CCONJ VERB ADP VERB DET NOUN PART VERB PRON PRON VERB VERB NOUN,1,"BRITISH Rail booking clerks watched a man being attacked and robbed without  lifting a finger  to help him, it was claimed yesterday.",True
1575,1575,13299,20186,‘ I don't know how you can even speak of her in the same breath.’,0 0 0 0 0 0 0 0 0 0 0 1 0 1 1,in the same breath,figurative,dashes,PUNCT PRON VERB VERB ADV PRON VERB ADV VERB ADP PRON ADP DET ADJ NOUN,1,‘ I don't know how you can even speak of her  in the same breath.’ ,True
1576,1576,682,961,So the order's on so I 've got to try and argue the toss with her,0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0,argue the toss,figurative,identical,ADV DET NOUN ADV ADV PRON VERB VERB PART VERB CCONJ VERB DET NOUN ADP PRON,1,So the order's on so I 've got to try and  argue the toss  with her,True
1577,1577,16060,25002,"So although no route can more truly be called a "" beaten track "" than the one which heads for the Gotthard Pass, now that the old Gotthard road has been supplanted so far as through traffic is concerned by the Basel - Chiasso motor expressway ( E9, N2 ), many towns and villages on the old road can be rated as "" off the beaten track "".",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0,off the beaten track,figurative,identical,CCONJ ADP DET NOUN VERB ADV ADV VERB VERB DET PUNCT VERB NOUN PUNCT ADP DET NOUN ADJ VERB ADP DET PROPN PROPN ADV ADP DET ADJ PROPN NOUN VERB VERB VERB ADV ADV ADP ADP NOUN VERB VERB ADP DET PROPN PUNCT PROPN NOUN NOUN PUNCT NOUN PROPN PUNCT ADJ NOUN CCONJ NOUN ADP DET ADJ NOUN VERB VERB VERB ADP PUNCT ADP DET VERB NOUN PUNCT,1,"So although no route can more truly be called a "" beaten track "" than the one which heads for the Gotthard Pass, now that the old Gotthard road has been supplanted so far as through traffic is concerned by the Basel - Chiasso motor expressway ( E9, N2 ), many towns and villages on the old road can be rated as ""  off the beaten track  "".",True
1578,1578,21009,31496,Describing a bypass as ‘ pie in the sky’ the spokesman said it would take years to achieve while action was needed now.,0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,pie in the sky,figurative,dashes,VERB DET NOUN ADP PUNCT NOUN ADP DET NOUN DET NOUN VERB PRON VERB VERB NOUN PART VERB ADP NOUN VERB VERB ADV,1,Describing a bypass as ‘  pie in the sky’  the spokesman said it would take years to achieve while action was needed now.,True
1579,1579,22892,34116,Round the bend!,1 0 1,round the bend,figurative,case,ADP DET NOUN,1, Round the bend! ,True
1580,1580,14067,21258,This means keeping close tabs on what is happening in Brussels.,0 0 1 0 1 1 0 0 0 0 0,keep tabs on,figurative,combined-inflection,DET VERB VERB ADJ NOUN ADP NOUN VERB VERB ADP PROPN,1,This means  keeping close tabs on  what is happening in Brussels.,True
1581,1581,4624,7454,And John will make this crystal clear.,0 0 0 0 0 1 1,crystal clear,figurative,identical,CCONJ PROPN VERB VERB DET NOUN ADJ,1,And John will make this  crystal clear. ,True
1582,1582,1678,2352,It's no good my beating about the bush.’,0 0 0 0 1 1 0 1,beat about the bush,figurative,combined-inflection,PRON ADV ADJ ADJ NOUN ADP DET PROPN,1,It's no good my  beating about the bush.’ ,True
1583,1583,15838,24302,"Meanwhile, the Royal Society has received more than 500 applications from scientists for its own 30 ‘ elite’ new blood fellowships.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0,new blood,figurative,identical,ADV DET PROPN PROPN VERB VERB ADJ ADP NUM NOUN ADP NOUN ADP ADJ ADJ NUM NUM ADJ ADJ NOUN NOUN,1,"Meanwhile, the Royal Society has received more than 500 applications from scientists for its own 30 ‘ elite’  new blood  fellowships.",True
1584,1584,8550,13819,"In the cold light of the morning after, she did not think she even fancied him, could hardly bring what he looked like into focus, she had gone briefly crazy that was all, gone native.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,go native,figurative,inflection,ADP DET ADJ NOUN ADP DET NOUN ADV PRON VERB ADV VERB PRON ADV VERB PRON VERB ADV VERB NOUN PRON VERB ADP ADP NOUN PRON VERB VERB ADV ADJ DET VERB DET VERB ADJ,1,"In the cold light of the morning after, she did not think she even fancied him, could hardly bring what he looked like into focus, she had gone briefly crazy that was all,  gone native. ",True
1585,1585,20016,30260,"Holidays at the seaside or in the mountains were by now out of the question, but for young people it was still a wonderful summer : the war seemed far away, and there was enough to eat even if it was rationed.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,out of the question,figurative,identical,NOUN ADP DET NOUN CCONJ ADP DET NOUN VERB ADP ADV ADP ADP DET NOUN CCONJ ADP ADJ NOUN PRON VERB ADV DET ADJ NOUN PUNCT DET NOUN VERB ADV ADV CCONJ ADV VERB ADJ PART VERB ADV ADP PRON VERB VERB,1,"Holidays at the seaside or in the mountains were by now  out of the question,  but for young people it was still a wonderful summer : the war seemed far away, and there was enough to eat even if it was rationed.",True
1586,1586,508,715,"With skating there's no - one saying do this, do that all over the shop.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,all over the shop,figurative,identical,ADP VERB ADV DET PUNCT NOUN NOUN VERB DET VERB DET ADV ADP DET NOUN,1,"With skating there's no - one saying do this, do that  all over the shop. ",True
1587,1587,7808,12192,"And so the Blue Skies project — or to use its more prosaic name, the Venture Research Unit, got off the ground.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,get off the ground,figurative,inflection,CCONJ ADV DET PROPN PROPN NOUN PUNCT CCONJ PART VERB ADJ ADJ ADJ NOUN DET PROPN PROPN PROPN VERB ADP DET NOUN,1,"And so the Blue Skies project — or to use its more prosaic name, the Venture Research Unit,  got off the ground. ",True
1588,1588,29460,43911,Prepare a report for the Board of Duchy Hotels regarding the feasibility of acquiring the Sutton Manor Hotel with a view to timeshare development.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0,with a view to,figurative,identical,VERB DET NOUN ADP DET PROPN ADP PROPN PROPN VERB DET NOUN ADP VERB DET PROPN PROPN PROPN ADP DET NOUN PART NOUN NOUN,1,Prepare a report for the Board of Duchy Hotels regarding the feasibility of acquiring the Sutton Manor Hotel  with a view to  timeshare development.,True
1589,1589,15253,23288,The man who ran the world's first sub - four minute mile has been back to the track where he made history nearly thirty five years ago.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0,make history,figurative,inflection,DET NOUN NOUN VERB DET NOUN ADJ NOUN PUNCT NUM NOUN NOUN VERB VERB ADV ADP DET NOUN ADV PRON VERB NOUN ADV NUM NUM NOUN ADV,1,The man who ran the world's first sub - four minute mile has been back to the track where he  made history  nearly thirty five years ago.,True
1590,1590,23958,35885,Four and twenty black and white nuns singing the praises of God baked in a pie.,0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0,sing the praises of,figurative,inflection,NUM CCONJ NUM ADJ CCONJ ADJ NOUN VERB DET NOUN ADP PROPN VERB ADP DET NOUN,1,Four and twenty black and white nuns  singing the praises of  God baked in a pie.,True
1591,1591,16907,25972,"The dawn ride alone with Jacques Devraux through the breathtaking natural beauty of the tropical forest had first heightened the pleasurable feeling of pent - up excitement that had been growing within her in recent days, then eventually left her feeling tense and on edge.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,on edge,figurative,identical,DET NOUN VERB ADV ADP PROPN PROPN ADP DET ADJ ADJ NOUN ADP DET ADJ NOUN VERB ADV VERB DET ADJ NOUN ADP VERB PUNCT PART NOUN ADJ VERB VERB VERB ADP PRON ADP ADJ NOUN ADV ADV VERB ADJ NOUN ADJ CCONJ ADP NOUN,1,"The dawn ride alone with Jacques Devraux through the breathtaking natural beauty of the tropical forest had first heightened the pleasurable feeling of pent - up excitement that had been growing within her in recent days, then eventually left her feeling tense and  on edge. ",True
1592,1592,4768,7684,HOME ALONE 2 : LOST IN NEW YORK : Macaulay Culkin is cut loose from his parents once again in this highly - polished sequel.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,cut loose,figurative,identical,NOUN ADV NUM PUNCT VERB ADP PROPN PROPN PUNCT PROPN PROPN VERB VERB ADJ ADP ADJ NOUN ADV ADV ADP DET ADV PUNCT ADJ NOUN,1,HOME ALONE 2 : LOST IN NEW YORK : Macaulay Culkin is  cut loose  from his parents once again in this highly - polished sequel.,True
1593,1593,10170,16030,Mr Takeshita flew to Washington for a heart - to - heart chat with President Bush.,0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0,heart to heart,figurative,dashes,PROPN PROPN VERB ADP PROPN ADP DET NOUN PUNCT ADP PUNCT NOUN NOUN ADP PROPN PROPN,1,Mr Takeshita flew to Washington for a  heart - to - heart  chat with President Bush.,True
1594,1594,12696,19544,"All of this activity has meant that aircraft and artefact restoration has necessarily taken to the back - burner, but, to quote one of the volunteers : ‘ no building, no aircraft in the long term’.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1,in the long term,figurative,dashes,DET ADP DET NOUN VERB VERB ADP NOUN CCONJ ADJ NOUN VERB ADV VERB ADP DET NOUN PUNCT NOUN CCONJ PART VERB NUM ADP DET NOUN PUNCT PUNCT DET NOUN DET NOUN ADP DET ADJ NOUN,1,"All of this activity has meant that aircraft and artefact restoration has necessarily taken to the back - burner, but, to quote one of the volunteers : ‘ no building, no aircraft  in the long term’. ",True
1595,1595,22337,33444,"AZTEC CAMERA, currently riding high in the charts with ‘ Good Morning Britain’, will play a one - off date at London Brixton Academy on December 20 — the last date of their current world tour.",0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,ride high,figurative,inflection,NOUN PROPN ADV VERB ADJ ADP DET NOUN ADP PUNCT PROPN PROPN PROPN VERB VERB DET NUM PUNCT PART NOUN ADP PROPN PROPN PROPN ADP PROPN NUM PUNCT DET ADJ NOUN ADP ADJ ADJ NOUN NOUN,1,"AZTEC CAMERA, currently  riding high  in the charts with ‘ Good Morning Britain’, will play a one - off date at London Brixton Academy on December 20 — the last date of their current world tour.",True
1596,1596,19923,30166,"Jenny begged him every day to change his mind, but he was a busy man and declared that it was quite out of the question and he wished to goodness Miss Clinton had never mentioned the subject of Brownies!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,out of the question,figurative,identical,PROPN VERB PRON DET NOUN PART VERB ADJ NOUN CCONJ PRON VERB DET ADJ NOUN CCONJ VERB ADP PRON VERB ADV ADP ADP DET NOUN CCONJ PRON VERB PART VERB PROPN PROPN VERB ADV VERB DET NOUN ADP NOUN,1,"Jenny begged him every day to change his mind, but he was a busy man and declared that it was quite  out of the question  and he wished to goodness Miss Clinton had never mentioned the subject of Brownies!",True
1597,1597,8778,14071,"That's right, yeah, that's what I say, they 're all going spare.",0 0 0 0 0 0 0 0 0 0 1 1,go spare,figurative,inflection,DET ADJ INTJ DET NOUN PRON VERB PRON VERB DET VERB ADJ,1,"That's right, yeah, that's what I say, they 're all  going spare. ",True
1598,1598,27342,40636,"He mentions Home Office research suggesting that crime is not as bad as everyone thinks, but he does not mention any of the other analyses and carefully toes the party line.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,toe the line,figurative,combined-inflection,PRON VERB PROPN PROPN NOUN VERB ADP NOUN VERB ADV ADV ADJ ADP NOUN VERB CCONJ PRON VERB ADV VERB DET ADP DET ADJ NOUN CCONJ ADV VERB DET NOUN NOUN,1,"He mentions Home Office research suggesting that crime is not as bad as everyone thinks, but he does not mention any of the other analyses and carefully  toes the party line. ",True
1599,1599,5785,9074,Her arms crept around his waist and every last scrap of fight and anger drained fluidly from her body.,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0,every last,figurative,identical,ADJ NOUN VERB ADP ADJ NOUN CCONJ DET ADJ NOUN ADP NOUN CCONJ NOUN VERB ADV ADP ADJ NOUN,1,Her arms crept around his waist and  every last  scrap of fight and anger drained fluidly from her body.,True
1600,1600,28018,41654,Time to come out from under a cloud and enjoy yourself.,0 0 0 0 0 1 0 1 0 0 0,under a cloud,figurative,identical,NOUN PART VERB PART ADP ADP DET NOUN CCONJ VERB PRON,1,Time to come out from  under a cloud  and enjoy yourself.,True
1601,1601,19493,28973,"In his dissertation, Of Personal Identity, Butler says that ‘ by reflecting upon that, which is my self now, and that, which was my self twenty years ago, I discern they are not two, but one and the same self’.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0,one and the same,figurative,identical,ADP ADJ NOUN ADP PROPN PROPN PROPN VERB ADP PUNCT ADP VERB ADP DET ADJ VERB ADJ NOUN ADV CCONJ ADP ADJ VERB ADJ NOUN NUM NOUN ADV PRON VERB PRON VERB ADV NUM CCONJ NUM CCONJ DET ADJ NOUN,1,"In his dissertation, Of Personal Identity, Butler says that ‘ by reflecting upon that, which is my self now, and that, which was my self twenty years ago, I discern they are not two, but  one and the same  self’.",True
1602,1602,1520,2003,"Why, I 've heard tell from the Bishop's secretary that yours used to be the best Mystery in the land, bar none.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,bar none,figurative,identical,ADV PRON VERB VERB VERB ADP DET PROPN NOUN ADP PRON VERB PART VERB DET ADJ NOUN ADP DET NOUN NOUN NOUN,1,"Why, I 've heard tell from the Bishop's secretary that yours used to be the best Mystery in the land,  bar none. ",True
1603,1603,29076,43436,"Cheque book journalism has been pointed at Madge but luckily she's weathered the storm or else,’ Dame Edna paused dramatically, ‘ she 'd be back on the streets.’",0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,weather the storm,figurative,inflection,VERB NOUN NOUN VERB VERB VERB ADP PROPN CCONJ ADV PRON VERB DET NOUN CCONJ PROPN PROPN PROPN VERB ADV PUNCT PRON VERB VERB ADV ADP DET NOUN,1,"Cheque book journalism has been pointed at Madge but luckily she's  weathered the storm  or else,’ Dame Edna paused dramatically, ‘ she 'd be back on the streets.’",True
1604,1604,10441,16466,"Alexander Russell, the council's convener, said : ‘ It's a Hobson's choice’.",0 0 0 0 0 0 0 0 0 0 1 1,hobson's choice,figurative,dashes,PROPN PROPN DET NOUN NOUN VERB PUNCT PUNCT PRON DET PROPN VERB,1,"Alexander Russell, the council's convener, said : ‘ It's a  Hobson's choice’. ",True
1605,1605,14430,21946,""" Adrian, "" she said in a level voice that surprised her,""if you so much as lay one finger on me, I swear I 'll tear you to pieces.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0,lay a finger on,figurative,determiner-broad,PUNCT PROPN PUNCT PRON VERB ADP DET NOUN NOUN ADJ VERB NOUN PRON ADV ADV ADP VERB NUM NOUN ADP PRON PRON VERB PRON VERB VERB PRON ADP NOUN,1,""" Adrian, "" she said in a level voice that surprised her,""if you so much as  lay one finger on  me, I swear I 'll tear you to pieces.",True
1606,1606,25120,37559,"Clearly, for those who found they actually did suffer from smelly clothes — evidently a lot of people — the ads struck an immediate and powerful chord.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1,strike a chord,figurative,combined-inflection,ADV ADP DET NOUN VERB PRON ADV VERB VERB ADP ADJ NOUN PUNCT ADV DET NOUN ADP NOUN PUNCT DET NOUN VERB DET ADJ CCONJ ADJ NOUN,1,"Clearly, for those who found they actually did suffer from smelly clothes — evidently a lot of people — the ads  struck an immediate and powerful chord. ",True
1607,1607,16552,25520,The artistic reason is that he is old - hat ; Catalans prefer to be known for the airy constructions that are going up for the Olympic Games.,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,old hat,figurative,dashes,DET ADJ NOUN VERB ADP PRON VERB ADJ PUNCT NOUN PUNCT PROPN VERB PART VERB VERB ADP DET NOUN NOUN ADJ VERB VERB PART ADP DET PROPN PROPN,1,The artistic reason is that he is  old - hat  ; Catalans prefer to be known for the airy constructions that are going up for the Olympic Games.,True
1608,1608,28222,41887,"It had already received three written warnings ( one for fighting, one for being under the influence of drugs while in charge of a wood - turning lathe, and one for lateness ) and either had to leave or face the sack.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,under the influence,figurative,identical,PRON VERB ADV VERB NUM VERB NOUN PUNCT NUM ADP NOUN NUM ADP VERB ADP DET NOUN ADP NOUN ADP ADP NOUN ADP DET NOUN PUNCT VERB NOUN CCONJ NUM ADP NOUN PUNCT CCONJ DET VERB PART VERB CCONJ VERB DET NOUN,1,"It had already received three written warnings ( one for fighting, one for being  under the influence  of drugs while in charge of a wood - turning lathe, and one for lateness ) and either had to leave or face the sack.",True
1609,1609,24035,35984,"I sat tight in my seat, my big knees grating against the row in front, trying to ignore the agonising cramps that tore up my thighs.",0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,sit tight,figurative,inflection,PRON VERB ADV ADP ADJ NOUN ADJ ADJ NOUN VERB ADP DET NOUN ADP NOUN VERB PART VERB DET ADJ NOUN ADJ VERB PART ADJ NOUN,1,"I  sat tight  in my seat, my big knees grating against the row in front, trying to ignore the agonising cramps that tore up my thighs.",True
1610,1610,14764,22574,Do you want to continue to live a lie?,0 0 0 0 0 0 1 0 1,live a lie,figurative,identical,VERB PRON VERB PART VERB PART VERB DET NOUN,1,Do you want to continue to  live a lie? ,True
1611,1611,283,371,"But I am also attracted by Graff's suggestion that those who favoured a ' literary ', aesthetic, affective way of reading would then experience the satisfaction of working against the prevailing grain.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,against the grain,figurative,insertion-other,CCONJ PRON VERB ADV VERB ADP PROPN NOUN ADP DET NOUN VERB DET PUNCT ADJ PUNCT ADJ ADJ NOUN ADP NOUN VERB ADV VERB DET NOUN ADP VERB ADP DET VERB NOUN,1,"But I am also attracted by Graff's suggestion that those who favoured a ' literary ', aesthetic, affective way of reading would then experience the satisfaction of working  against the prevailing grain. ",True
1612,1612,28692,42610,"Dave these computer been you know up in the air for about six months and Dave said you 've got ta get it repaired he said, cos you know y he's got ta print out on it and everything",0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,up in the air,figurative,identical,PROPN DET NOUN VERB PRON VERB PART ADP DET NOUN ADP ADV NUM NOUN CCONJ PROPN VERB PRON VERB VERB PART VERB PRON VERB PRON VERB ADP PRON VERB PRON PRON VERB PART VERB PART ADP PRON CCONJ NOUN,1,"Dave these computer been you know  up in the air  for about six months and Dave said you 've got ta get it repaired he said, cos you know y he's got ta print out on it and everything",True
1613,1613,5329,8470,It is a pity the needs of users did not rank too highly before £ 400 m poured down the drain.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,down the drain,figurative,identical,PRON VERB DET NOUN DET NOUN ADP NOUN VERB ADV VERB ADV ADV ADP SYM NUM NOUN VERB PART DET NOUN,1,It is a pity the needs of users did not rank too highly before £ 400 m poured  down the drain. ,True
1614,1614,22096,33089,"Quick as a flash — or, to be more precise, quick as a Vorderman — Mr Onanuga announced that it was a £ 15.49 bottle of Champagne and a £ 1.98 packet of cigarettes.",1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,quick as a flash,figurative,case,ADJ ADP DET NOUN PUNCT CCONJ PART VERB ADV ADJ ADJ ADP DET PROPN PUNCT PROPN PROPN VERB ADP PRON VERB DET SYM NUM NOUN ADP PROPN CCONJ DET SYM NUM NOUN ADP NOUN,1," Quick as a flash  — or, to be more precise, quick as a Vorderman — Mr Onanuga announced that it was a £ 15.49 bottle of Champagne and a £ 1.98 packet of cigarettes.",True
1615,1615,27428,40797,"Erm oh, touch wood, fine.",0 0 1 1 0,touch wood,figurative,identical,NOUN INTJ VERB NOUN ADJ,1,"Erm oh,  touch wood,  fine.",True
1616,1616,4080,6148,"The gun was clean and well - oiled, but in places the oil had begun to thicken and to collect dust.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,collect dust,figurative,identical,DET NOUN VERB ADJ CCONJ ADV PUNCT VERB CCONJ ADP NOUN DET NOUN VERB VERB PART VERB CCONJ PART VERB NOUN,1,"The gun was clean and well - oiled, but in places the oil had begun to thicken and to  collect dust. ",True
1617,1617,5234,8332,' She was always a defender of the down - and - out. ',0 0 0 0 0 0 0 0 1 0 1 0 1 0,down and out,figurative,dashes,PUNCT PRON VERB ADV DET NOUN ADP DET ADV PUNCT CCONJ PUNCT NOUN PUNCT,1,' She was always a defender of the  down - and - out.  ',True
1618,1618,2465,3655,"A weakness of both the conventional and innovative approaches, however, is that they have been dominated by not only the need to break even financially, but also by the ‘ behavioural approach’ to and the financial view of the problem, which collectively ( Stanley and Farrington, 1981, 65 ) have :",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,break even,figurative,identical,DET NOUN ADP CCONJ DET ADJ CCONJ ADJ NOUN ADV VERB ADP PRON VERB VERB VERB ADP ADV ADV DET NOUN PART VERB ADV ADV CCONJ ADV ADP DET PUNCT ADJ NOUN ADP CCONJ DET ADJ NOUN ADP DET NOUN ADJ ADV PUNCT PROPN CCONJ PROPN NUM NUM PUNCT VERB PUNCT,1,"A weakness of both the conventional and innovative approaches, however, is that they have been dominated by not only the need to  break even  financially, but also by the ‘ behavioural approach’ to and the financial view of the problem, which collectively ( Stanley and Farrington, 1981, 65 ) have :",True
1619,1619,7521,11841,of private lessons but I just really can't get a grip of it.,0 0 0 0 0 0 0 0 1 0 1 0 0,get a grip,figurative,identical,ADP ADJ NOUN CCONJ PRON ADV ADV VERB VERB DET NOUN ADP PRON,1,of private lessons but I just really can't  get a grip  of it.,True
1620,1620,4327,6571,"Uncertainties over the church's Trinitarian teaching came to a head under Constantine, who thought himself divinely commissioned to secure the church's unity.",0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,come to a head,figurative,inflection,NOUN ADP DET NOUN PROPN NOUN VERB ADP DET NOUN ADP PROPN NOUN VERB PRON ADV VERB PART VERB DET NOUN NOUN,1,"Uncertainties over the church's Trinitarian teaching  came to a head  under Constantine, who thought himself divinely commissioned to secure the church's unity.",True
1621,1621,6114,9727,"Therefore, when this construction cycle has run its course, the US will first have spent an excess $ 300~billion, and then fallen short of trend by a cumulative $ 2~trillion of spending not undertaken.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,fall short,figurative,inflection,ADV ADV DET NOUN NOUN VERB VERB ADJ NOUN DET PROPN VERB ADV VERB VERB DET ADJ SYM NUM CCONJ ADV VERB ADJ ADP NOUN ADP DET ADJ SYM NUM ADP VERB ADV VERB,1,"Therefore, when this construction cycle has run its course, the US will first have spent an excess $ 300~billion, and then  fallen short  of trend by a cumulative $ 2~trillion of spending not undertaken.",True
1622,1622,15628,23916,‘ When you expect a deal to happen they may tell you there has been a last minute problem and the people either providing the funds or the guarantee either require a non - performance bond to be put up or require some kind of payment up front to prove you really mean business.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,mean business,figurative,identical,PUNCT ADV PRON VERB DET NOUN PART VERB PRON VERB VERB PRON ADV VERB VERB DET ADJ NOUN NOUN CCONJ DET NOUN CCONJ VERB DET NOUN CCONJ DET NOUN CCONJ VERB DET ADJ PUNCT NOUN NOUN PART VERB VERB PART CCONJ VERB DET NOUN ADP NOUN ADV NOUN PART VERB PRON ADV VERB NOUN,1,‘ When you expect a deal to happen they may tell you there has been a last minute problem and the people either providing the funds or the guarantee either require a non - performance bond to be put up or require some kind of payment up front to prove you really  mean business. ,True
