,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,score
75,705.0,1847,186496,,,,,,,,"Is there any effort to make the jobs of these elected officials ' less secure ' . Even here in California , no particular politician seems to get attacked . If only some elected officials found their tenure threatoned , I believe marijuana decriminalization , medical and otherwise-would rapidly advance .",1,"is there any effort to make the jobs of these elected officials ' less secure ' . even here in california , no particular politician seems to get attacked . if only some elected officials found their tenure threatoned , i believe marijuana decriminalization , medical and otherwise-would rapidly advance .",305.0,51.0,12.0,0.2666666666666666,"[('jobs', 'job', 0.62629366), ('elected', 'election', 0.56267977), ('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('politician', 'candidate', 0.53296655), ('politician', 'politics', 0.56953), ('attacked', 'attack', 0.55535966), ('elected', 'election', 0.56267977), ('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('marijuana', 'drug', 0.5028342), ('medical', 'health', 0.5395452)]",
431,245.0,2190,1560972,,,,,,,,"Sharp political conflict developed , and two separate parties , the Federalists and the Democratic-Republicans , began to form . Jefferson gradually assumed leadership of the Republicans , who sympathized with the revolutionary cause in France . Attacking Federalist policies , he opposed a strong centralized Government and championed the rights of states .",1,"sharp political conflict developed , and two separate parties , the federalists and the democratic-republicans , began to form . jefferson gradually assumed leadership of the republicans , who sympathized with the revolutionary cause in france . attacking federalist policies , he opposed a strong centralized government and championed the rights of states .",358.0,54.0,10.0,0.217391304347826,"[('political', 'politics', 0.6718931), ('conflict', 'war', 0.55061877), ('parties', 'parties', 0.99999994), ('leadership', 'leadership', 1.0), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('attacking', 'attack', 0.5615357), ('policies', 'policy', 0.76456714), ('government', 'administration', 0.5462369), ('government', 'government', 1.0)]",
669,605.0,3604,948221,,,,,,,,"It is one thing to disagree with someone , it is quite another to attack their integrity . This is not the first time that Dr Siegel has been attacked ! The other time I defended him they attempted to get him fired from his job at the Boston University School of Public Health . Again my post at "" Ban the Ban "" is gone and I ca n't find his post from that period , but it did happen . But to put the good doctors words in perspective .",1,"it is one thing to disagree with someone , it is quite another to attack their integrity . this is not the first time that dr siegel has been attacked ! the other time i defended him they attempted to get him fired from his job at the boston university school of public health . again my post at "" ban the ban "" is gone and i ca n't find his post from that period , but it did happen . but to put the good doctors words in perspective .",436.0,92.0,11.0,0.1294117647058823,"[('attack', 'attack', 1.0), ('attacked', 'attack', 0.55535966), ('job', 'job', 1.0), ('university', 'school', 0.50807446), ('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('health', 'health', 1.0), ('ban', 'ban', 1.0), ('ban', 'restrictions', 0.61776996), ('ban', 'ban', 1.0), ('ban', 'restrictions', 0.61776996)]",
684,939.0,668,1645124,,,,,,,,"What is won by the oppression of these people 's beliefs ? If a government can force them to do something like this , what unpalatable thing might it serve you in the future ? Why would n't we rather let those who wish to opt out , do so ? Using the force of law in a case like this is a disgrace , and a dangerous precedent . Given that this government may do this , we are no longer privy to using the term "" Land of the Free "" .",1,"what is won by the oppression of these people 's beliefs ? if a government can force them to do something like this , what unpalatable thing might it serve you in the future ? why would n't we rather let those who wish to opt out , do so ? using the force of law in a case like this is a disgrace , and a dangerous precedent . given that this government may do this , we are no longer privy to using the term "" land of the free "" .",431.0,94.0,10.0,0.1176470588235294,"[('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('force', 'force', 1.0), ('force', 'force', 1.0), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('land', 'land', 0.99999994)]",
795,722.0,1551,58796,,,,,,,,"Also , Army commanders have differing views about how vigorously the war must be prosecuted in Iraqi cities and towns . "" How bad do you want to do it ? We have the capability to surround a city , cut off the water , cut off the electricity . We do n't want to do that , "" said one general . "" It 's all about having military success , not about attacking the civilian population . But you have to break Hussein 's will , to make him understand that he will not win . """,1,"also , army commanders have differing views about how vigorously the war must be prosecuted in iraqi cities and towns . "" how bad do you want to do it ? we have the capability to surround a city , cut off the water , cut off the electricity . we do n't want to do that , "" said one general . "" it 's all about having military success , not about attacking the civilian population . but you have to break hussein 's will , to make him understand that he will not win . """,469.0,99.0,14.0,0.160919540229885,"[('army', 'army', 1.0), ('army', 'military', 0.6824313), ('commanders', 'military', 0.57684755), ('war', 'war', 1.0), ('prosecuted', 'criminal', 0.54155016), ('bad', 'poor', 0.5352231), ('cut', 'cuts', 0.6245189), ('cut', 'cuts', 0.6245189), ('electricity', 'gas', 0.5078238), ('electricity', 'power', 0.58075684), ('military', 'army', 0.6824313), ('military', 'military', 1.0), ('attacking', 'attack', 0.5615357), ('civilian', 'military', 0.66374177)]",
801,744.0,3744,594886,,,,,,,,"An employee at a software development consulting firm that was contracted by Iberdrola USA , the parent company of both NYSEG and RG &E,; allowed the information systems of clients to be accessed by an unauthorized party . Customer Social Security numbers , birth dates , and in some cases , financial institution account numbers were exposed . A total of 878,000 NYSEG customers and 367,000 RG &E; electricity customers were affected . An unknown number of additional customers from both companies who signed up for gas services , but not electricity services were also affected .",1,"an employee at a software development consulting firm that was contracted by iberdrola usa , the parent company of both nyseg and rg &e,; allowed the information systems of clients to be accessed by an unauthorized party . customer social security numbers , birth dates , and in some cases , financial institution account numbers were exposed . a total of , nyseg customers and , rg &e; electricity customers were affected . an unknown number of additional customers from both companies who signed up for gas services , but not electricity services were also affected .",569.0,97.0,10.0,0.1162790697674418,"[('party', 'parties', 0.67454803), ('security', 'security', 1.0), ('financial', 'fiscal', 0.50823987), ('electricity', 'gas', 0.5078238), ('electricity', 'power', 0.58075684), ('companies', 'banks', 0.5019373), ('gas', 'gas', 1.0), ('gas', 'oil', 0.7105981), ('electricity', 'gas', 0.5078238), ('electricity', 'power', 0.58075684)]",
94,425.0,3251,442222,,,,,,,,"The GOP on the very @ @ @ @ @ @ @ @ @ @ 2009 , Frank Luntz , Newton Gingrich , Tom Colburn , Eric Cantor and 18 other GOPers met for 4 plus hours to plan and plot a political Coup ' d tat against pres Obama who had just inherited a Nation in the harshest economic meltdown ... near depression since the great depression . Those same forces have not stopped . They are still going on strong ...... obstructing and getting totally rewarded by the national media and the rightwing electorate . <h> Loading comments ...",1,"the gop on the very @ @ @ @ @ @ @ @ @ @  , frank luntz , newton gingrich , tom colburn , eric cantor and  other gopers met for  plus hours to plan and plot a political coup ' d tat against pres obama who had just inherited a nation in the harshest economic meltdown ... near depression since the great depression . those same forces have not stopped . they are still going on strong ...... obstructing and getting totally rewarded by the national media and the rightwing electorate .  loading comments ...",505.0,97.0,14.0,0.1818181818181818,"[('gop', 'democrats', 0.5756108), ('plan', 'strategy', 0.5891837), ('political', 'politics', 0.6718931), ('nation', 'country', 0.7242872), ('nation', 'nation', 1.0), ('nation', 'world', 0.57605803), ('economic', 'economy', 0.7219074), ('meltdown', 'crisis', 0.67899895), ('forces', 'army', 0.58733), ('forces', 'force', 0.519529), ('media', 'media', 1.0), ('rightwing', 'conservative', 0.54849327), ('electorate', 'election', 0.5620242), ('electorate', 'voters', 0.7411989)]",
349,473.0,6174,522162,,,,,,,,"The Fight For Access to Higher Education in Iran NIAC Insight - October 11 , 2011 In particular , members of the Baha'i Faith ( Iran 's largest religious minority ) have been denied access to higher education , essentially blocking their ability to pursue a professional career . Some will attempt to flee the country to attend University ...",1,"the fight for access to higher education in iran niac insight - october  ,  in particular , members of the baha'i faith ( iran 's largest religious minority ) have been denied access to higher education , essentially blocking their ability to pursue a professional career . some will attempt to flee the country to attend university ...",336.0,58.0,12.0,0.2352941176470588,"[('fight', 'fighting', 0.79230136), ('education', 'education', 1.0), ('education', 'school', 0.50553805), ('faith', 'religion', 0.53862715), ('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('education', 'education', 1.0), ('education', 'school', 0.50553805), ('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('university', 'school', 0.50807446)]",
312,59.0,3967,810406,,,,,,,,"Mr. Obama also benefitted from his long run of extraordinary good luck . Hurricane Sandy devastated the Northeast a week before Election Day , letting him rise for a few days above the partisanship that has defined his first term . The storm changed the campaign conversation and blunted Mr. Romney 's momentum . The exit polls show that late-deciders went for the incumbent this year when they typically break for the challenger .",1,"mr. obama also benefitted from his long run of extraordinary good luck . hurricane sandy devastated the northeast a week before election day , letting him rise for a few days above the partisanship that has defined his first term . the storm changed the campaign conversation and blunted mr. romney 's momentum . the exit polls show that late-deciders went for the incumbent this year when they typically break for the challenger .",431.0,74.0,14.0,0.2028985507246377,"[('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('partisanship', 'politics', 0.5735563), ('campaign', 'campaign', 1.0), ('conversation', 'debate', 0.5250445), ('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115), ('incumbent', 'candidate', 0.5468435), ('incumbent', 'election', 0.57315534), ('challenger', 'candidate', 0.62880147)]",
405,364.0,3156,81241,,,,,,,,"In one week , Columbus , Ohio police shot two different men who were allegedly high on bath salts . A SWAT officer shot and killed Kevin Boozer on Tuesday , May 22 after he held a knife to his girlfriend 's neck . Relatives claimed bath salts had made Boozer violent . Several days prior , another suspect believed to be under the influence of bath salts allegedly fired at police when they interrupted him while he was breaking into his own house . Police fired @ @ @ @ @ @ @ @ @ @ Miami Herald/AP Photo",1,"in one week , columbus , ohio police shot two different men who were allegedly high on bath salts . a swat officer shot and killed kevin boozer on tuesday , may  after he held a knife to his girlfriend 's neck . relatives claimed bath salts had made boozer violent . several days prior , another suspect believed to be under the influence of bath salts allegedly fired at police when they interrupted him while he was breaking into his own house . police fired @ @ @ @ @ @ @ @ @ @ miami herald/ap photo",502.0,99.0,16.0,0.1975308641975308,"[('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('shot', 'shooting', 0.646509), ('bath', 'bathroom', 0.52589774), ('shot', 'shooting', 0.646509), ('killed', 'killing', 0.7126882), ('knife', 'gun', 0.56242114), ('bath', 'bathroom', 0.52589774), ('violent', 'violence', 0.62438154), ('suspect', 'police', 0.5110452), ('suspect', 'victim', 0.5963094), ('bath', 'bathroom', 0.52589774), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0)]",
468,830.0,371,1281082,,,,,,,,"The @ @ @ @ @ @ @ @ @ @ new laws that hinder voters from voting , such as Voter ID laws and laws to end early voting , which has made it easier for working citizens who have a difficult time voting on election day , to vote ahead of time because of their work schedule .",1,"the @ @ @ @ @ @ @ @ @ @ new laws that hinder voters from voting , such as voter id laws and laws to end early voting , which has made it easier for working citizens who have a difficult time voting on election day , to vote ahead of time because of their work schedule .",270.0,60.0,27.0,0.5869565217391305,"[('laws', 'law', 0.7399262), ('laws', 'legislation', 0.5993766), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('voting', 'election', 0.5065524), ('voting', 'vote', 0.72739744), ('voting', 'voters', 0.52248776), ('voter', 'election', 0.5171277), ('voter', 'voters', 0.7541878), ('laws', 'law', 0.7399262), ('laws', 'legislation', 0.5993766), ('laws', 'law', 0.7399262), ('laws', 'legislation', 0.5993766), ('voting', 'election', 0.5065524), ('voting', 'vote', 0.72739744), ('voting', 'voters', 0.52248776), ('voting', 'election', 0.5065524), ('voting', 'vote', 0.72739744), ('voting', 'voters', 0.52248776), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916)]",
500,219.0,1618,1663472,,,,,,,,"The Justice Department has been brought low in the eyes of the world by crass political manipulation . We see that in the Civil Rights Division , in a series of @ @ @ @ @ @ @ @ @ @ political operatives in the White House , by an employment process that brought in "" loyal Bushies . "" But we also see that in the program of torture and official cruelty . This is the subordination of the Rule of Law to the will of one man .",1,"the justice department has been brought low in the eyes of the world by crass political manipulation . we see that in the civil rights division , in a series of @ @ @ @ @ @ @ @ @ @ political operatives in the white house , by an employment process that brought in "" loyal bushies . "" but we also see that in the program of torture and official cruelty . this is the subordination of the rule of law to the will of one man .",423.0,90.0,11.0,0.1486486486486486,"[('justice', 'justice', 1.0), ('political', 'politics', 0.6718931), ('political', 'politics', 0.6718931), ('employment', 'unemployment', 0.5667618), ('official', 'officials', 0.542246), ('cruelty', 'abuse', 0.51439047), ('rule', 'law', 0.5247162), ('rule', 'rule', 1.0), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162)]",
245,109.0,4592,1352299,,,,,,,,The agenda for the next few weeks : Revisit defense cuts that some analysts warn could cripple the military . Decide whether to renew tax cuts passed when George W. Bush was president . Approve short-term legislation to keep the government running for another six months . Hit the campaign trail and try to get re-elected .,1,the agenda for the next few weeks : revisit defense cuts that some analysts warn could cripple the military . decide whether to renew tax cuts passed when george w. bush was president . approve short-term legislation to keep the government running for another six months . hit the campaign trail and try to get re-elected .,323.0,57.0,18.0,0.3461538461538461,"[('defense', 'defense', 1.0), ('cuts', 'budget', 0.5091997), ('cuts', 'cuts', 1.0), ('military', 'army', 0.6824313), ('military', 'military', 1.0), ('tax', 'tax', 1.0), ('cuts', 'budget', 0.5091997), ('cuts', 'cuts', 1.0), ('president', 'president', 1.0), ('approve', 'vote', 0.51630557), ('legislation', 'bill', 0.81843793), ('legislation', 'law', 0.58004606), ('legislation', 'lawmakers', 0.553626), ('legislation', 'legislation', 1.0), ('legislation', 'reform', 0.57821727), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('campaign', 'campaign', 1.0)]",
745,1004.0,6620,1428873,,,,,,,,"A new survey from Public Policy Polling released on Monday found that Walker 's support has eroded among Wisconsin voters . In a hypothetical rematch with his 2010 Democratic opponent , Milwaukee @ @ @ @ @ @ @ @ @ @ they 'd opt for Barrett , while 45 percent picked Walker . That 's a flip of the actual 2010 result , which saw Walker beat Barrett , 52 to 45 percent .",1,"a new survey from public policy polling released on monday found that walker 's support has eroded among wisconsin voters . in a hypothetical rematch with his  democratic opponent , milwaukee @ @ @ @ @ @ @ @ @ @ they 'd opt for barrett , while  percent picked walker . that 's a flip of the actual  result , which saw walker beat barrett ,  to  percent .",354.0,70.0,12.0,0.2264150943396226,"[('survey', 'poll', 0.69647384), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799), ('polling', 'election', 0.5539907), ('polling', 'poll', 0.66768235), ('polling', 'voters', 0.54405624), ('support', 'support', 1.0), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('democratic', 'democrats', 0.55152744), ('democratic', 'republican', 0.505419)]",
546,452.0,4996,894973,,,,,,,,"Excluding payroll taxes , the bottom 20 percent of income earners have been , on net , facing a negative average federal tax rate -- that is , when factoring out the money they pay toward a future benefit ( or , in other words , treating payroll taxes consistent with the original intent of Social Security as retirement insurance ) the bottom 20 percent of income earners actually receive money from the federal tax system rather than paying into it .",1,"excluding payroll taxes , the bottom  percent of income earners have been , on net , facing a negative average federal tax rate -- that is , when factoring out the money they pay toward a future benefit ( or , in other words , treating payroll taxes consistent with the original intent of social security as retirement insurance ) the bottom  percent of income earners actually receive money from the federal tax system rather than paying into it .",448.0,80.0,13.0,0.1857142857142857,"[('taxes', 'tax', 0.84042203), ('income', 'tax', 0.5878002), ('federal', 'government', 0.5094332), ('tax', 'tax', 1.0), ('money', 'money', 1.0), ('benefit', 'benefits', 0.63760716), ('taxes', 'tax', 0.84042203), ('security', 'security', 1.0), ('insurance', 'insurance', 1.0), ('income', 'tax', 0.5878002), ('money', 'money', 1.0), ('federal', 'government', 0.5094332), ('tax', 'tax', 1.0)]",
382,772.0,2662,775779,,,,,,,,"The majority of the military has their insurance with USAA . It is only for veterans and their families . GEICO insurance use to be for anyone employed by the Federal Government . It is now for everyone . The military has TRI-Care for it 's health insurance . USAA covers auto , homeowners and everything else except health ins . They even have checking/savings , credit cards and advise on retirement as well .",1,"the majority of the military has their insurance with usaa . it is only for veterans and their families . geico insurance use to be for anyone employed by the federal government . it is now for everyone . the military has tri-care for it 's health insurance . usaa covers auto , homeowners and everything else except health ins . they even have checking/savings , credit cards and advise on retirement as well .",411.0,75.0,12.0,0.1818181818181818,"[('military', 'army', 0.6824313), ('military', 'military', 1.0), ('insurance', 'insurance', 1.0), ('insurance', 'insurance', 1.0), ('federal', 'government', 0.5094332), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('military', 'army', 0.6824313), ('military', 'military', 1.0), ('health', 'health', 1.0), ('insurance', 'insurance', 1.0), ('health', 'health', 1.0)]",
499,335.0,7888,959964,,,,,,,,"Recent polls suggest Republican nominee Mitt Romney is narrowing in on US President Barack Obama , but the incumbent is n't the only one posing a challenge to the GOP . Libertarian candidate Gary Johnson is also giving Republicans a run for their money . HTML tag into your web page HTML :",1,"recent polls suggest republican nominee mitt romney is narrowing in on us president barack obama , but the incumbent is n't the only one posing a challenge to the gop . libertarian candidate gary johnson is also giving republicans a run for their money . html tag into your web page html :",289.0,53.0,17.0,0.3469387755102041,"[('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115), ('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0), ('nominee', 'candidate', 0.59014064), ('president', 'president', 1.0), ('incumbent', 'candidate', 0.5468435), ('incumbent', 'election', 0.57315534), ('gop', 'democrats', 0.5756108), ('libertarian', 'conservative', 0.6088057), ('candidate', 'candidate', 1.0), ('candidate', 'election', 0.50569105), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('money', 'money', 1.0)]",
870,994.0,1654,1351441,,,,,,,,"California , which imports over 25% of its electricity from out of state , is in no position to lose half ( ! ) of its entire nuclear power capacity . But that 's exactly what happened earlier this year , @ @ @ @ @ @ @ @ @ @ unexpectedly went offline . The loss only worsens the broad energy deficit that has made California the most dependent state in the country on expensive , out-of-state power .",1,"california , which imports over % of its electricity from out of state , is in no position to lose half ( ! ) of its entire nuclear power capacity . but that 's exactly what happened earlier this year , @ @ @ @ @ @ @ @ @ @ unexpectedly went offline . the loss only worsens the broad energy deficit that has made california the most dependent state in the country on expensive , out-of-state power .",398.0,80.0,10.0,0.1694915254237288,"[('electricity', 'gas', 0.5078238), ('electricity', 'power', 0.58075684), ('power', 'power', 1.0), ('energy', 'gas', 0.50853217), ('deficit', 'budget', 0.5496122), ('deficit', 'deficit', 1.0), ('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('power', 'power', 1.0)]",
263,159.0,9027,330338,,,,,,,,"The Chicago Teachers Union on Monday morning kicked off what it says will be a week of informational picketing at schools , while Chicago Public Schools also began ramping up preparations for a potential teachers strike . ( WBEZ )",1,"the chicago teachers union on monday morning kicked off what it says will be a week of informational picketing at schools , while chicago public schools also began ramping up preparations for a potential teachers strike . ( wbez )",230.0,40.0,14.0,0.3888888888888889,"[('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('union', 'labor', 0.5315647), ('union', 'strike', 0.5092126), ('union', 'union', 1.0), ('picketing', 'union', 0.5139204), ('schools', 'education', 0.5620153), ('schools', 'school', 0.74119085), ('schools', 'education', 0.5620153), ('schools', 'school', 0.74119085), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('strike', 'strike', 1.0), ('strike', 'union', 0.5092126)]",
355,557.0,1539,1185441,,,,,,,,"While the country has vastly more debt today , both in absolute terms and relative to the economy 's @ @ @ @ @ @ @ @ @ @ reached its maximum above 10% in 2009 and has been shrinking since . This points to the fact that the huge , immediate budget imbalance has a great deal to do with the severe depth of the 2008- ' 09 recession .",1,"while the country has vastly more debt today , both in absolute terms and relative to the economy 's @ @ @ @ @ @ @ @ @ @ reached its maximum above % in  and has been shrinking since . this points to the fact that the huge , immediate budget imbalance has a great deal to do with the severe depth of the - '  recession .",319.0,69.0,14.0,0.2592592592592592,"[('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('debt', 'debt', 1.0), ('economy', 'economy', 1.0), ('budget', 'budget', 0.99999994), ('budget', 'cuts', 0.5091997), ('budget', 'deficit', 0.5496122), ('budget', 'fiscal', 0.59004045), ('budget', 'funding', 0.5415), ('budget', 'spending', 0.56915724), ('imbalance', 'deficit', 0.50244117), ('recession', 'crisis', 0.59829676), ('recession', 'economy', 0.63359797)]",
430,739.0,382,213990,,,,,,,,Why do TV script writers promote the idea that it is unreasonable to ask law enforcement officers to establish identity ? ... It is troubling that television crime dramas imply that law enforcement officers should never be questioned .,1,why do tv script writers promote the idea that it is unreasonable to ask law enforcement officers to establish identity ? ... it is troubling that television crime dramas imply that law enforcement officers should never be questioned .,235.0,39.0,14.0,0.3888888888888889,"[('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('enforcement', 'enforcement', 1.0), ('officers', 'police', 0.72437155), ('crime', 'crime', 1.0), ('crime', 'criminal', 0.50458133), ('crime', 'murder', 0.53367186), ('crime', 'violence', 0.53571737), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('enforcement', 'enforcement', 1.0), ('officers', 'police', 0.72437155)]",
826,17.0,7567,216000,,,,,,,,"The recent death of Iranian dissident blogger Sattar Beheshti in police custody was a sad event . All human life is precious . "" If anyone kills a person unless in retribution for murder or spreading corruption in the land -- it is as if he kills all humanity , "" states the Quran . An investigation by the Tehran prosecutor , the head of Tehran police and the head of Tehran prisons was ordered by Iranian parliament and Beheshti 's interrogators were hauled on the carpet .",1,"the recent death of iranian dissident blogger sattar beheshti in police custody was a sad event . all human life is precious . "" if anyone kills a person unless in retribution for murder or spreading corruption in the land -- it is as if he kills all humanity , "" states the quran . an investigation by the tehran prosecutor , the head of tehran police and the head of tehran prisons was ordered by iranian parliament and beheshti 's interrogators were hauled on the carpet .",475.0,88.0,21.0,0.2592592592592592,"[('death', 'death', 1.0), ('death', 'killing', 0.576015), ('death', 'murder', 0.6415225), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('kills', 'killing', 0.5346949), ('murder', 'crime', 0.53367186), ('murder', 'death', 0.6415225), ('murder', 'killing', 0.63495654), ('murder', 'murder', 1.0), ('land', 'land', 0.99999994), ('kills', 'killing', 0.5346949), ('investigation', 'investigation', 1.0), ('investigation', 'investigators', 0.5993347), ('prosecutor', 'judge', 0.5588292), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('prisons', 'prison', 0.644019), ('parliament', 'congress', 0.5068923), ('parliament', 'government', 0.5268454), ('parliament', 'senate', 0.5120271)]",
743,496.0,5108,1473309,,,,,,,,"The "" Islamist "" military units fighting in the rural areas surrounding Aleppo and Idlib are not part of the Free Syrian Army ( FSA ) . The FSA is the largest armed faction among rebel groups , yet also the least coordinated . FSA officials say that while they collaborate with these Islamist units , they do not have any influence over these groups . Furthermore , many here are keen to keep the nature of these groups a secret , including details pertaining to their religious affiliation , their politics and their manpower . <h> About this Article",1,"the "" islamist "" military units fighting in the rural areas surrounding aleppo and idlib are not part of the free syrian army ( fsa ) . the fsa is the largest armed faction among rebel groups , yet also the least coordinated . fsa officials say that while they collaborate with these islamist units , they do not have any influence over these groups . furthermore , many here are keen to keep the nature of these groups a secret , including details pertaining to their religious affiliation , their politics and their manpower .  about this article",548.0,99.0,10.0,0.1136363636363636,"[('military', 'army', 0.6824313), ('military', 'military', 1.0), ('fighting', 'fighting', 1.0), ('army', 'army', 1.0), ('army', 'military', 0.6824313), ('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('politics', 'politics', 0.99999994)]",
591,635.0,6974,1002517,,,,,,,,"McCain was as poor as you say , but he is also ballyhooed as a Genuine War Hero for his time as a prisoner of war . Romney has the virtues that you mention , but is too easily portrayed as a Greedy Vulture Capitalist . Most voters , no matter whom they might favor , are not well schooled about politicians ' real records . Often they ca n't see through propaganda .",1,"mccain was as poor as you say , but he is also ballyhooed as a genuine war hero for his time as a prisoner of war . romney has the virtues that you mention , but is too easily portrayed as a greedy vulture capitalist . most voters , no matter whom they might favor , are not well schooled about politicians ' real records . often they ca n't see through propaganda .",366.0,74.0,11.0,0.1666666666666666,"[('poor', 'poor', 1.0), ('war', 'war', 1.0), ('prisoner', 'prison', 0.579885), ('war', 'war', 1.0), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571)]",
35,172.0,8940,701920,,,,,,,,"Reducing the Teacher to student ratios in grades K-3 , an age in which experts say fundamental learning needs to take place to produce results rippling into the higher grades . Right now the the ratio is 25.23 students per teacher in those grades . The 2011-13 budget calls for reducing that ratio to 1-to-24.1 . The McCleary ruling orders that ratio to be reduced to 17 students in grades K-3 by 2017-2018 .",1,"reducing the teacher to student ratios in grades k- , an age in which experts say fundamental learning needs to take place to produce results rippling into the higher grades . right now the the ratio is . students per teacher in those grades . the - budget calls for reducing that ratio to -to-. . the mccleary ruling orders that ratio to be reduced to  students in grades k- by - .",382.0,73.0,14.0,0.208955223880597,"[('teacher', 'school', 0.6382406), ('student', 'school', 0.6055627), ('age', 'age', 0.99999994), ('experts', 'officials', 0.5285279), ('students', 'school', 0.63015234), ('teacher', 'school', 0.6382406), ('budget', 'budget', 0.99999994), ('budget', 'cuts', 0.5091997), ('budget', 'deficit', 0.5496122), ('budget', 'fiscal', 0.59004045), ('budget', 'funding', 0.5415), ('budget', 'spending', 0.56915724), ('ruling', 'ruling', 1.0), ('students', 'school', 0.63015234)]",
456,528.0,4019,1446317,,,,,,,,"LIASSON : Republicans , while offering an olive branch to the president in the form of greater @ @ @ @ @ @ @ @ @ @ even on the richest Americans should not go up . Liberal groups are just as adamant that no changes be made to Social Security or Medicare - something the president has been open to in the past . But today , labor leaders like AFL-CIO president Rich Trumka did n't want to talk about their differences with the White House .",1,"liasson : republicans , while offering an olive branch to the president in the form of greater @ @ @ @ @ @ @ @ @ @ even on the richest americans should not go up . liberal groups are just as adamant that no changes be made to social security or medicare - something the president has been open to in the past . but today , labor leaders like afl-cio president rich trumka did n't want to talk about their differences with the white house .",439.0,88.0,12.0,0.1666666666666666,"[('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('president', 'president', 1.0), ('liberal', 'conservative', 0.7633196), ('liberal', 'democrats', 0.5507172), ('security', 'security', 1.0), ('president', 'president', 1.0), ('labor', 'labor', 1.0), ('labor', 'union', 0.5315647), ('leaders', 'leadership', 0.5006184), ('leaders', 'officials', 0.54851913), ('president', 'president', 1.0)]",
