,Unnamed: 0.1,Unnamed: 0,text,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,label
2032,7018,319697,""" It has n't been the best of years but we keep strong and we believe in our teammates , "" said Charles . "" We 're hungry for a win . """,""" it has n't been the best of years but we keep strong and we believe in our teammates , "" said charles . "" we 're hungry for a win . """,135,33,0,0.0,[],0
1987,53,1610256,"Getting back on-topic , there 's a good albeit brief article on this technology at TechLifePost . Though I ca n't be objective about its quality as I wrote it .","getting back on-topic , there 's a good albeit brief article on this technology at techlifepost . though i ca n't be objective about its quality as i wrote it .",160,31,0,0.0,[],0
1819,6849,282914,"Today I lost the ability to see my Windows Server 2008 R2 shares from any of my 3 Windows XP machines in my small office . The 5 Win7 machines have n't been affected ( they are still able to browse/access the 2008 server ) , but none of my WinXP machines can access the 2008R2 server anymore . Yesterday ( and for the previous year ) everything was working fine . I do not have a domain setup . I can still access Win7 shares from WinXP clients .","today i lost the ability to see my windows server  r shares from any of my  windows xp machines in my small office . the  win machines have n't been affected ( they are still able to browse/access the  server ) , but none of my winxp machines can access the r server anymore . yesterday ( and for the previous year ) everything was working fine . i do not have a domain setup . i can still access win shares from winxp clients .",428,86,0,0.0,[],0
1334,2192,15093,"That was very profound RTJ . You focus on the greater picture which we sometimes in the frustration of day to day life lose sight of . @ @ @ @ @ @ @ @ @ @ , a warm fire , my ipad and my bicycle . I can even do w/o the double stuff in the middle of an Oreo .","that was very profound rtj . you focus on the greater picture which we sometimes in the frustration of day to day life lose sight of . @ @ @ @ @ @ @ @ @ @ , a warm fire , my ipad and my bicycle . i can even do w/o the double stuff in the middle of an oreo .",257,63,0,0.0,[],0
1697,2535,101006,"Promotion lasts for 1 year from date of purchase . After that period , your voucher is redeemable for the amount you paid , less any value you may have received . Not valid with other vouchers , certificates , or offers . Only 1 voucher(s) can be purchased and redeemed per person . Up to 3 can be purchased as gifts for others . Subject to the General Terms . <h> Facebook Friends <h> Reviews from Your Friends <h> 16 reviews in English <h> Review from Gracie S.","promotion lasts for  year from date of purchase . after that period , your voucher is redeemable for the amount you paid , less any value you may have received . not valid with other vouchers , certificates , or offers . only  voucher(s) can be purchased and redeemed per person . up to  can be purchased as gifts for others . subject to the general terms .  facebook friends  reviews from your friends   reviews in english  review from gracie s.",446,81,0,0.0,[],0
1184,8548,1214860,"The people who need to tell her what she did wrong and why it was wrong are not the people she is hurting the most . It 's the other women around her in that photo . It 's the organizers of Slut Walk . It 's the other white women who are participating in feminism who have placed and emphasis and a priority on intersectionality and , frankly , placed an equal emphasis on just not being a douchecanoe .","the people who need to tell her what she did wrong and why it was wrong are not the people she is hurting the most . it 's the other women around her in that photo . it 's the organizers of slut walk . it 's the other white women who are participating in feminism who have placed and emphasis and a priority on intersectionality and , frankly , placed an equal emphasis on just not being a douchecanoe .",403,81,0,0.0,[],0
1721,6351,968401,""" Of all sad words of tongue or pen , the saddest are these , It might have been . """,""" of all sad words of tongue or pen , the saddest are these , it might have been . """,84,21,0,0.0,[],0
2106,5407,1292473,"Thanks , I 've merely finished up searching for home elevators the specific @ @ @ @ @ @ @ @ @ @ be a very best There 's till today . Even therefore , just what specifically good bottom collection ? Think you may be li ...","thanks , i 've merely finished up searching for home elevators the specific @ @ @ @ @ @ @ @ @ @ be a very best there 's till today . even therefore , just what specifically good bottom collection ? think you may be li ...",221,48,0,0.0,[],0
1193,107,245437,Chandra ! You remember how to play Secret Agent ? Wow ! But you 're quite young which can only mean ... the game is still around ?,chandra ! you remember how to play secret agent ? wow ! but you 're quite young which can only mean ... the game is still around ?,130,28,0,0.0,[],0
2158,955,607783,"so out of the supposedly 30 states with secession petitions up , Texas is leading with 80,000 signatures at the moment ( basing this off of Ed Schultz saying 80,000 &; will edit if someone has an offical # )","so out of the supposedly  states with secession petitions up , texas is leading with , signatures at the moment ( basing this off of ed schultz saying , &; will edit if someone has an offical # )",195,39,0,0.0,[],0
1503,5097,941521,"In this particular contest , you had to submit an essay of less than 500 words why you were the "" best football fan "" in the area ( whatever that meant ) . If your entry was chosen , you would be flown to Denver to compete against eight others to see who could stare at a TV showing football programming the longest without averting your gaze . Winner would get a five day trip to Hawaii , Pro Bowl tickets , and a bunch of extras like a big screen TV , a recliner , and other perks .","in this particular contest , you had to submit an essay of less than  words why you were the "" best football fan "" in the area ( whatever that meant ) . if your entry was chosen , you would be flown to denver to compete against eight others to see who could stare at a tv showing football programming the longest without averting your gaze . winner would get a five day trip to hawaii , pro bowl tickets , and a bunch of extras like a big screen tv , a recliner , and other perks .",481,100,0,0.0,[],0
1354,4449,1629810,KITZ : leans forward so he is looking @ @ @ @ @ @ @ @ @ @ it ?,kitz : leans forward so he is looking @ @ @ @ @ @ @ @ @ @ it ?,62,20,0,0.0,[],0
2172,4505,1614436,"3 ) do you have a guilty-pleasure tv show that you know is a little bit stupid to watch but do so anyways ? <h> 7 Responses to "" The Dark Side of the Mind """," ) do you have a guilty-pleasure tv show that you know is a little bit stupid to watch but do so anyways ?   responses to "" the dark side of the mind """,151,33,0,0.0,[],0
1382,6597,349209,"url=http : **30;85026;TOOLONG @ @ @ @ @ @ @ @ @ @ : **30;85090;TOOLONG ... Shifted Librarian/url , on Flickr","url=http : **;;toolong @ @ @ @ @ @ @ @ @ @ : **;;toolong ... shifted librarian/url , on flickr",94,21,0,0.0,[],0
1713,1471,588170,"To Arthur Starling , who lives next to a ruptured sewer line that spewed millions of gallons of raw waste before workers stopped it last week , things could have been much worse .","to arthur starling , who lives next to a ruptured sewer line that spewed millions of gallons of raw waste before workers stopped it last week , things could have been much worse .",179,34,0,0.0,[],0
1134,5466,1222551,""" The magic of what she 's done is that in matching mobile web signals , it ( mobile advertising ) goes from being completely untargeted to having determined intent . "" <h> 17 . Julie Preis , SVP Product Management , Mocean Mobile",""" the magic of what she 's done is that in matching mobile web signals , it ( mobile advertising ) goes from being completely untargeted to having determined intent . ""   . julie preis , svp product management , mocean mobile",225,42,0,0.0,[],0
1874,4022,1470650,"So the last entry was in November 2011 . That is a long time , too damn long in fact so here is a new post to say , yes I will pick this up , I promise , Scouts honour and all that .","so the last entry was in november  . that is a long time , too damn long in fact so here is a new post to say , yes i will pick this up , i promise , scouts honour and all that .",178,44,0,0.0,[],0
1247,938,1520663,"The bus to the hospital leaves at 7 a.m. , driving less than a mile past normal buildings and lives and crumbled buildings and lives , and tent camps . Vendors have already lined the streets : food stalls , haircuts , Gno Kozes ( snow cones ) and , most interestingly , a guy with a truck lit by fluorescent lights and sporting a rack of blenders on the back making smoothies . At the gate of the hospital , there is already a half-block-long line of patients waiting to get in .","the bus to the hospital leaves at  a.m. , driving less than a mile past normal buildings and lives and crumbled buildings and lives , and tent camps . vendors have already lined the streets : food stalls , haircuts , gno kozes ( snow cones ) and , most interestingly , a guy with a truck lit by fluorescent lights and sporting a rack of blenders on the back making smoothies . at the gate of the hospital , there is already a half-block-long line of patients waiting to get in .",478,93,0,0.0,[],0
1942,4131,794058,"However , Rothken reminded his audience Tuesday that this is n't just about the legality of a cloud storage business , but aslo about real-life consequences for Dotcom and his co-defendants . "" ( This ) is more than just a case for them . Their liberty is at stake ,","however , rothken reminded his audience tuesday that this is n't just about the legality of a cloud storage business , but aslo about real-life consequences for dotcom and his co-defendants . "" ( this ) is more than just a case for them . their liberty is at stake ,",266,51,0,0.0,[],0
1131,8076,142218,"It becomes apparent , that Becker distinguishes between two series of vans ; moreover , the description "" Saurer "" for the vans of the second series is only meaningful , if all vans in this series were of them same type . Hence , the Referat II D 3a issued an order and delivered the Saurer-chassis to equip them with the **32;11057;TOOLONG in the end 1941 and in April 1942 already 20 of them had been delivered 93 .","it becomes apparent , that becker distinguishes between two series of vans ; moreover , the description "" saurer "" for the vans of the second series is only meaningful , if all vans in this series were of them same type . hence , the referat ii d a issued an order and delivered the saurer-chassis to equip them with the **;;toolong in the end  and in april  already  of them had been delivered  .",397,76,0,0.0,[],0
1381,2442,326332,"I also went to the park and did this , and it was funny because a bunch of teenagers came to a bench near me and were smoking weed . But it did n't distract me .","i also went to the park and did this , and it was funny because a bunch of teenagers came to a bench near me and were smoking weed . but it did n't distract me .",161,37,0,0.0,[],0
1223,2124,1602130,"And the love of many has went cold because dictators do n't like other dictators when they are vying for the same piece of pie at the same table , and it means dictator Bob does n't like his neighbor dictator Chuck .","and the love of many has went cold because dictators do n't like other dictators when they are vying for the same piece of pie at the same table , and it means dictator bob does n't like his neighbor dictator chuck .",216,43,0,0.0,[],0
1374,4114,651359,"But he was reading the Toronto Sun "" So ? "" So my honey and me go to a counsellor to help figure out what we need She said : "" We 'll get your love growing , but before we get going , here 's some books I 'd like you to read . ""","but he was reading the toronto sun "" so ? "" so my honey and me go to a counsellor to help figure out what we need she said : "" we 'll get your love growing , but before we get going , here 's some books i 'd like you to read . """,228,56,0,0.0,[],0
2000,4014,932874,"A playing table comprising : a playing @ @ @ @ @ @ @ @ @ @ , said raised marginal edge portion having a longitudinally extending recess therein , and a cushion consisting only of a base disposed in said recess and a downwardly accurately extending cantilevered lip integral with said base and extending away from substantially the top of said base . <h> Patent Drawing","a playing table comprising : a playing @ @ @ @ @ @ @ @ @ @ , said raised marginal edge portion having a longitudinally extending recess therein , and a cushion consisting only of a base disposed in said recess and a downwardly accurately extending cantilevered lip integral with said base and extending away from substantially the top of said base .  patent drawing",365,66,0,0.0,[],0
1345,4943,255909,"? We truly believe she ? s in the ocean , and we ? re just waiting for her to come back to shore , ? said Dawn Downey of Westboro , a family friend .","? we truly believe she ? s in the ocean , and we ? re just waiting for her to come back to shore , ? said dawn downey of westboro , a family friend .",149,36,0,0.0,[],0
2136,583,240581,"So much for my idea of Weed-Mart : a combination of cannabis cafe , head shop , reggae boutique and snack bar .","so much for my idea of weed-mart : a combination of cannabis cafe , head shop , reggae boutique and snack bar .",111,23,0,0.0,[],0
1399,8323,566631,"And time after time , slippery Black beat the Huskies off the dribble , got to the rim and fearlessly scored over the big men . Not once did the Huskies knock him to the floor .","and time after time , slippery black beat the huskies off the dribble , got to the rim and fearlessly scored over the big men . not once did the huskies knock him to the floor .",177,37,0,0.0,[],0
1291,1806,315055,"All blog post images are my own , unless otherwise stated . You may NOT use any of my images without","all blog post images are my own , unless otherwise stated . you may not use any of my images without",100,21,0,0.0,[],0
2155,4612,348267,"Keep your dogs COOL when it 's hot - Naples Florida dog training and dog psychology FINE-TUNED CANINES , LLC It is HOT to keep the dogs COOL ! Here in Southwest Florida ( Naples ) , we know what it means to live with dogs in a subtropical climate . We also know how to make hot summertime pleasant for our Florida canines .","keep your dogs cool when it 's hot - naples florida dog training and dog psychology fine-tuned canines , llc it is hot to keep the dogs cool ! here in southwest florida ( naples ) , we know what it means to live with dogs in a subtropical climate . we also know how to make hot summertime pleasant for our florida canines .",323,65,0,0.0,[],0
1403,7833,1666923,"Dr. Van Helsing said gravely , "" Madam Mina , you are , as always , most wise . You shall with us come . And together we shall do that which we go forth to achieve . ""","dr. van helsing said gravely , "" madam mina , you are , as always , most wise . you shall with us come . and together we shall do that which we go forth to achieve . """,167,39,0,0.0,[],0
1367,1196,1470320,"As we topped the ridge and saw the granite gate towers dotting the flowered plain at our feet Ja made a final effort to persuade me to abandon my mad purpose and return with him to Anoroc , but I was firm in my resolve , and at last he bid me good-bye , assured in his own mind that he was looking upon me for the last time .","as we topped the ridge and saw the granite gate towers dotting the flowered plain at our feet ja made a final effort to persuade me to abandon my mad purpose and return with him to anoroc , but i was firm in my resolve , and at last he bid me good-bye , assured in his own mind that he was looking upon me for the last time .",325,70,0,0.0,[],0
2108,7855,643162,"I lost most every friend I ever had . Entire family truely "" tolerates "" me as They think I am certifiable nuts !","i lost most every friend i ever had . entire family truely "" tolerates "" me as they think i am certifiable nuts !",113,24,0,0.0,[],0
1729,421,735470,"A new commandment I give to you , that you love one another ; as I have loved you , that you also love one another . By this all will know that you are My disciples , if you have love for one another ( John 13:34-35 ) .","a new commandment i give to you , that you love one another ; as i have loved you , that you also love one another . by this all will know that you are my disciples , if you have love for one another ( john :- ) .",213,50,0,0.0,[],0
1999,1509,1139277,"From a trending perspective - the index remains in a long term uptrend . We must still respect that trend as there will be buying pressure at times . However , in the short term - we are seeing a correction .","from a trending perspective - the index remains in a long term uptrend . we must still respect that trend as there will be buying pressure at times . however , in the short term - we are seeing a correction .",208,42,0,0.0,[],0
1619,7172,886005,"The first 30 days of work sets the tone for the balance of an employee 's stay with you . If you engage individuals such as Florence in a more purposeful way , there are fewer chances for mis-steps to be taken . The opportunities for engrossed employees who are loyal because they believe in the work that you are doing , understand their role more fully @ @ @ @ @ @ @ @ @ @ huge .","the first  days of work sets the tone for the balance of an employee 's stay with you . if you engage individuals such as florence in a more purposeful way , there are fewer chances for mis-steps to be taken . the opportunities for engrossed employees who are loyal because they believe in the work that you are doing , understand their role more fully @ @ @ @ @ @ @ @ @ @ huge .",379,78,0,0.0,[],0
2104,8070,1166031,"On iPad , you choose the sources you read . On TV , you could choose the channels you watch . Instead of having to go through all the channels every time , you can have just what you want . Then SkyGrid for TV became TouchTV . After designing TouchTV for LG Smart TV , we all wanted TouchTV for iPad . And we 're excited with the response so far .","on ipad , you choose the sources you read . on tv , you could choose the channels you watch . instead of having to go through all the channels every time , you can have just what you want . then skygrid for tv became touchtv . after designing touchtv for lg smart tv , we all wanted touchtv for ipad . and we 're excited with the response so far .",347,73,0,0.0,[],0
1772,3567,1635375,"Saturn is probably the many terrifying exoplanets inside Vedic Astrology yet can it be correct to be able to dread as a result ? Properly , not necessarily entirely , even as will see in which Saturn just is n't totally malefic and its particular outcomes be determined by the particular opportunities in numerous properties .","saturn is probably the many terrifying exoplanets inside vedic astrology yet can it be correct to be able to dread as a result ? properly , not necessarily entirely , even as will see in which saturn just is n't totally malefic and its particular outcomes be determined by the particular opportunities in numerous properties .",326,56,0,0.0,[],0
1706,5057,1429380,"To me , Action #3 is the best . More and more people prefer to "" like "" than to share a specific link to their friends . This will surefire boost up your traffic and raise people 's awareness of your website BTW , I think it takes only 3 minutes to complete that task","to me , action # is the best . more and more people prefer to "" like "" than to share a specific link to their friends . this will surefire boost up your traffic and raise people 's awareness of your website btw , i think it takes only  minutes to complete that task",265,55,0,0.0,[],0
1817,6545,4869,"##108230 , between you and me , covertly , do n't breathe a word , hushedly , in confidence , in on the ground floor , off the cuff , off the record , personally , privately , sub rosa","## , between you and me , covertly , do n't breathe a word , hushedly , in confidence , in on the ground floor , off the cuff , off the record , personally , privately , sub rosa",178,40,0,0.0,[],0
2128,3666,719968,"I have not visited shillong which is also home for me for the past four months , i 'm currently in kolkata studying in satyajit ray film and Television institute of India .","i have not visited shillong which is also home for me for the past four months , i 'm currently in kolkata studying in satyajit ray film and television institute of india .",172,33,0,0.0,[],0
1196,8815,1072570,But the arrogant condescending attitude of him and so many others in the poetry world is as counterproductive now as it 's always been . . .,but the arrogant condescending attitude of him and so many others in the poetry world is as counterproductive now as it 's always been . . .,140,27,0,0.0,[],0
1824,9424,856217,"Before digging any further I would suggest you give the kind people here a very precise description on what you are doing . Where do the books come from ? Any transfer from a device ? What program ? What operating system ? What version of calibre ? Double check plugin versions , the do a calibredb add and post the output here . The "" how "" is decripbed in the FAQ 's and readme 's .","before digging any further i would suggest you give the kind people here a very precise description on what you are doing . where do the books come from ? any transfer from a device ? what program ? what operating system ? what version of calibre ? double check plugin versions , the do a calibredb add and post the output here . the "" how "" is decripbed in the faq 's and readme 's .",384,78,0,0.0,[],0
1650,9523,546266,Interesting fact : this very question about how to use expandafter to prepare arguments to other macros was the first thing I learned about basic TeX and also the reason I got the TeXbook to learn more . -- Ryan Reich Jul 20 at 10:22 <h> 3 Answers <h> @namedef,interesting fact : this very question about how to use expandafter to prepare arguments to other macros was the first thing i learned about basic tex and also the reason i got the texbook to learn more . -- ryan reich jul  at :   answers  @namedef,247,46,0,0.0,[],0
1620,739,968079,"On the day , Pablo Sandoval went 2-5 with a RBI . This was his first multi-hit game since August 18th . Over that time span the Panda saw his once respectable batting average drop from .300 to as low as .281 prior to Sunday 's game . Although his batting @ @ @ @ @ @ @ @ @ @ period by scoring 7 runs and knocking in 11 RBI 's . Pablo still has yet to homer since the All-Star break with his last home run coming right before the break on July 8th .","on the day , pablo sandoval went - with a rbi . this was his first multi-hit game since august th . over that time span the panda saw his once respectable batting average drop from . to as low as . prior to sunday 's game . although his batting @ @ @ @ @ @ @ @ @ @ period by scoring  runs and knocking in  rbi 's . pablo still has yet to homer since the all-star break with his last home run coming right before the break on july th .",434,95,0,0.0,[],0
1107,1529,1128374,"According to my dictionary of quotations , the latter is a misprint and the former is what Masefield intended . The rhythm flows better .","according to my dictionary of quotations , the latter is a misprint and the former is what masefield intended . the rhythm flows better .",137,25,0,0.0,[],0
1496,7182,1149271,"Yes , yes , yes ! ! This type of video is an absolute hit . It 's a great way to understand your process . To see it broken down item by item . Thank you so much , this was most useful . Thanks Marie , you rock my world .","yes , yes , yes ! ! this type of video is an absolute hit . it 's a great way to understand your process . to see it broken down item by item . thank you so much , this was most useful . thanks marie , you rock my world .",221,53,0,0.0,[],0
1757,7897,1627555,"If the claim was really unexceptionable among eminent philosophers , it might be forgivable for Mooney and Kirshenbaum to be so trusting of a simple statement from Pennock or Forrest . ( It 'd still be an error , just a forgivable one . )","if the claim was really unexceptionable among eminent philosophers , it might be forgivable for mooney and kirshenbaum to be so trusting of a simple statement from pennock or forrest . ( it 'd still be an error , just a forgivable one . )",238,45,0,0.0,[],0
1112,469,716079,""" Alex Smith , the 49ers ' regular starting quarterback , still has n't been medically cleared from the concussion he sustained during a Week 10 tie with the St. Louis Rams . "" Smith has n't been cleared , he wo n't play .",""" alex smith , the ers ' regular starting quarterback , still has n't been medically cleared from the concussion he sustained during a week  tie with the st. louis rams . "" smith has n't been cleared , he wo n't play .",218,44,0,0.0,[],0
1232,3421,654064,"This is a typical Hemingway book in many ways . It is about Key West , FL , and Cuba . It involves fisherman and catching of marlin . Women are portrayed as shallow stereotypes . There is also talk of suicide in the last sections . However , Hemingway was only 38 at the time of this book .","this is a typical hemingway book in many ways . it is about key west , fl , and cuba . it involves fisherman and catching of marlin . women are portrayed as shallow stereotypes . there is also talk of suicide in the last sections . however , hemingway was only  at the time of this book .",288,59,0,0.0,[],0
1288,4901,533805,"At this point , you do n't have anything to lose by just giving him your number and telling him to call @ @ @ @ @ @ @ @ @ @ he does n't call or does n't step up the quality and quantity of communication after that , you can be assured he 's not sufficiently interested in you , and your best option then is to move on .","at this point , you do n't have anything to lose by just giving him your number and telling him to call @ @ @ @ @ @ @ @ @ @ he does n't call or does n't step up the quality and quantity of communication after that , you can be assured he 's not sufficiently interested in you , and your best option then is to move on .",319,72,0,0.0,[],0
1925,1961,1014424,"But that 's not all . Dolgoff , once again , takes it one step further and says computers will also have emotions , creativity , and personality and will work as assistants and friends to their human counterparts . ( Screech 's robot , Kevin , from Saved By the Bell comes to mind ! ) .","but that 's not all . dolgoff , once again , takes it one step further and says computers will also have emotions , creativity , and personality and will work as assistants and friends to their human counterparts . ( screech 's robot , kevin , from saved by the bell comes to mind ! ) .",286,58,0,0.0,[],0
1195,5849,1235211,"So if you 're an outsider you should actively seek out contrarian projects . Instead of working on things the eminent have made prestigious , work on things that could steal that prestige .","so if you 're an outsider you should actively seek out contrarian projects . instead of working on things the eminent have made prestigious , work on things that could steal that prestige .",189,34,0,0.0,[],0
1816,8485,1145517,"The second paper is a "" popular "" version of the first for lay readers , although both are very good and not too technical for most people .","the second paper is a "" popular "" version of the first for lay readers , although both are very good and not too technical for most people .",140,29,0,0.0,[],0
2162,6133,701003,Friends carrying hot meals came and @ @ @ @ @ @ @ @ @ @ the 600 block of East 88th Place .,friends carrying hot meals came and @ @ @ @ @ @ @ @ @ @ the  block of east th place .,85,23,0,0.0,[],0
1712,2132,268855,"Once you tie up the 10 tulle pieces to the 2 elastic band , you 'll end up with 2 tulle skirts . They look like this :","once you tie up the  tulle pieces to the  elastic band , you 'll end up with  tulle skirts . they look like this :",114,25,0,0.0,[],0
1624,7038,1141097,"These skills can be simple @ @ @ @ @ @ @ @ @ @ little kids when I want to get their attention . One of them involves bending my thumb backwards until it touches my wrist . It sounds painful , but anyone can do it with enough practice . It impresses the hell out kids though .","these skills can be simple @ @ @ @ @ @ @ @ @ @ little kids when i want to get their attention . one of them involves bending my thumb backwards until it touches my wrist . it sounds painful , but anyone can do it with enough practice . it impresses the hell out kids though .",275,60,0,0.0,[],0
2184,8503,1320449,"Selected from 30 nominees ( each team visited the six in their category ) , the winners were announced Tuesday at the Destination Marketing Association International 's annual meeting in Seattle .","selected from  nominees ( each team visited the six in their category ) , the winners were announced tuesday at the destination marketing association international 's annual meeting in seattle .",194,31,0,0.0,[],0
1568,5060,1396571,"As you can see , neither the arrow shows , or the drop-down itself . If you view the source , it 's pretty much an exact copy of the tutorial , albeit the images have been uploaded elsewhere . But I still ca @ @ @ @ @ @ @ @ @ @ , 28 June 2010","as you can see , neither the arrow shows , or the drop-down itself . if you view the source , it 's pretty much an exact copy of the tutorial , albeit the images have been uploaded elsewhere . but i still ca @ @ @ @ @ @ @ @ @ @ ,  june ",236,56,0,0.0,[],0
2067,4027,1304999,"He became a freelancer in 1959 and would continue to take portraits into the 1980s . Lucas ' work was celebrated in international exhibitions and is found in the National Portrait Gallery ( UK ) and the National Museum of Photography ( UK ) . His achievements were recognized when he received the first ever "" BAFTA "" ( the British Oscar ) for a photographer in 1998 . The Royal Mail also issued a series of postage stamps featuring Lucas ' portraits and labeled "" Photograph by Cornel Lucas "" in 1985 .","he became a freelancer in  and would continue to take portraits into the s . lucas ' work was celebrated in international exhibitions and is found in the national portrait gallery ( uk ) and the national museum of photography ( uk ) . his achievements were recognized when he received the first ever "" bafta "" ( the british oscar ) for a photographer in  . the royal mail also issued a series of postage stamps featuring lucas ' portraits and labeled "" photograph by cornel lucas "" in  .",487,91,0,0.0,[],0
1560,3308,435809,"To determine if a website is customizing content for different browsers , change the user agent to have Safari identify itself as a different browser . <h> Open Page With","to determine if a website is customizing content for different browsers , change the user agent to have safari identify itself as a different browser .  open page with",167,29,0,0.0,[],0
1409,7764,1657640,"Thank you so much for your writing , it has been tremendously horizon-broadening and life-changing for me . Is there @ @ @ @ @ @ @ @ @ @ it 's worth , I have learned a lot from you , I have enjoyed reading your posts , and I am sorry that things have gotten to this point . The nastiness that has been running rampant is disgusting , and you should n't need to deal with it . If you keep blogging , and I hope you do , I 'll keep reading .","thank you so much for your writing , it has been tremendously horizon-broadening and life-changing for me . is there @ @ @ @ @ @ @ @ @ @ it 's worth , i have learned a lot from you , i have enjoyed reading your posts , and i am sorry that things have gotten to this point . the nastiness that has been running rampant is disgusting , and you should n't need to deal with it . if you keep blogging , and i hope you do , i 'll keep reading .",439,97,0,0.0,[],0
1708,5684,355149,"Lyrics : "" I ai n't gon na be just a face in the crowd You 're gon na hear my voice When I shout it out loud","lyrics : "" i ai n't gon na be just a face in the crowd you 're gon na hear my voice when i shout it out loud",108,28,0,0.0,[],0
1616,6930,557876,"The 19th century novel The Manuscript Found in Saragossa has a similar structure -- Alphonse van Worden meets , imagines , or reads about a number of colorful characters in intertwining stories , in the course of his journey to Madrid .","the th century novel the manuscript found in saragossa has a similar structure -- alphonse van worden meets , imagines , or reads about a number of colorful characters in intertwining stories , in the course of his journey to madrid .",234,42,0,0.0,[],0
2019,8666,1038442,"When I started reading the act , the first thing that came to my mind was , @ @ @ @ @ @ @ @ @ @","when i started reading the act , the first thing that came to my mind was , @ @ @ @ @ @ @ @ @ @",95,27,0,0.0,[],0
1283,1890,1509516,"So this week is in the books , it was a win but definitely does n't feel like one . I 'm sure they 're @ @ @ @ @ @ @ @ @ @ got away . But that is why Buffalo is 3-6 and has been on the skids for a long time now . And it 's precisely why the Patriots are 6-3 and have been on top for the past decade plus . ...","so this week is in the books , it was a win but definitely does n't feel like one . i 'm sure they 're @ @ @ @ @ @ @ @ @ @ got away . but that is why buffalo is - and has been on the skids for a long time now . and it 's precisely why the patriots are - and have been on top for the past decade plus . ...",305,78,0,0.0,[],0
1393,7611,899044,"I like your recommendations . But they generate an even more important question , the actionable one : how do we convince our fellow Americans to follow your advice ? **26;5735;TOOLONG is good , but we need something more granular . Details , details , details .","i like your recommendations . but they generate an even more important question , the actionable one : how do we convince our fellow americans to follow your advice ? **;;toolong is good , but we need something more granular . details , details , details .",256,47,0,0.0,[],0
1707,8157,1367986,"The "" idiots "" would be the 100% of us who were told by the choreographer , as quoted in the article you supposedly just read , "" Honestly , 85 percent of that movie is Natalie . ""","the "" idiots "" would be the % of us who were told by the choreographer , as quoted in the article you supposedly just read , "" honestly ,  percent of that movie is natalie . """,175,38,0,0.0,[],0
2103,2740,1579045,"Jeff Davis from Branford , Conn. , writes : Long time ' Heels fan who lived in the Triangle for years . Still shaking off last year 's disappointment and just tuning in again . No mention of P.J. Hairston in G-W game but his name is on the roster . Did something happen to him ? Thank you .","jeff davis from branford , conn. , writes : long time ' heels fan who lived in the triangle for years . still shaking off last year 's disappointment and just tuning in again . no mention of p.j. hairston in g-w game but his name is on the roster . did something happen to him ? thank you .",290,60,0,0.0,[],0
2047,3193,1594912,They stopped using thimerasol in childhood vaccines in California and the rate of autism diagnoses there continued to climb . Does this not at least give you reason for thought ? Apparently not .,they stopped using thimerasol in childhood vaccines in california and the rate of autism diagnoses there continued to climb . does this not at least give you reason for thought ? apparently not .,195,34,0,0.0,[],0
2193,4439,841863,The lyrics are interesting because Bono is singing from the viewpoint of @ @ @ @ @ @ @ @ @ @ and thinking about his children . To anybody who has just lost a parent the lyrics will be extremely moving .,the lyrics are interesting because bono is singing from the viewpoint of @ @ @ @ @ @ @ @ @ @ and thinking about his children . to anybody who has just lost a parent the lyrics will be extremely moving .,202,43,0,0.0,[],0
1850,9337,640545,"What , then , remains to be argued ? Is it that slavery is not divine ; that God did not establish it ; that our doctors of divinity are mistaken ? There is blasphemy in the thought . That which is inhuman , can not be divine ! Who can reason on such a proposition ? They that can , may ; I can not . The time for such argument is past .","what , then , remains to be argued ? is it that slavery is not divine ; that god did not establish it ; that our doctors of divinity are mistaken ? there is blasphemy in the thought . that which is inhuman , can not be divine ! who can reason on such a proposition ? they that can , may ; i can not . the time for such argument is past .",337,75,0,0.0,[],0
1582,8847,206291,Can you enable single and double finger taps for the magic mouse too ( rather than having to click ) . That would be sweet as .,can you enable single and double finger taps for the magic mouse too ( rather than having to click ) . that would be sweet as .,127,27,0,0.0,[],0
1207,1011,1680083,"Gotye 's viral hit "" Somebody That I Used to Know "" was released in 2011 ; however , it was n't until 2012 that the song received massive online attention .","gotye 's viral hit "" somebody that i used to know "" was released in  ; however , it was n't until  that the song received massive online attention .",148,30,0,0.0,[],0
1205,5382,1399233,"Based on this data @ @ @ @ @ @ @ @ @ @ would favor the SEC more than the current BCS system already does . But when we went back and ran projections based on the potential playoff matchups of the past six seasons , it became clear that appearances can be deceiving .","based on this data @ @ @ @ @ @ @ @ @ @ would favor the sec more than the current bcs system already does . but when we went back and ran projections based on the potential playoff matchups of the past six seasons , it became clear that appearances can be deceiving .",266,56,0,0.0,[],0
1432,1030,811318,iii . Participants in markets have perfect knowledge of the information driving the markets as well as all other participants .,iii . participants in markets have perfect knowledge of the information driving the markets as well as all other participants .,127,21,0,0.0,[],0
