,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
1328,11401,1,,,,,,Recruiting a specialist practitioner is often a less time - consuming and more successful exercise than starting [PET_BOUNDARY] from scratch [PET_BOUNDARY] with your existing staff.,1328.0,7125.0,Recruiting a specialist practitioner is often a less time - consuming and more successful exercise than starting from scratch with your existing staff.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0,from scratch,figurative,identical,VERB DET ADJ NOUN VERB ADV DET ADJ NOUN PUNCT VERB CCONJ ADV ADJ NOUN ADP VERB ADP NOUN ADP ADJ VERB NOUN,1.0
1369,8231,1,,,,,,"Mrs Clinton also assured the Hopkins audience that the hospitals of major research institutions like theirs would be insulated against the [PET_BOUNDARY] dog - eat - dog, [PET_BOUNDARY] cost - cutting incentives inherent in managed competition, the administration's basic formula for reform.",1369.0,5195.0,"Mrs Clinton also assured the Hopkins audience that the hospitals of major research institutions like theirs would be insulated against the dog - eat - dog, cost - cutting incentives inherent in managed competition, the administration's basic formula for reform.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,dog eat dog,figurative,dashes,PROPN PROPN ADV VERB DET PROPN NOUN ADP DET NOUN ADP ADJ NOUN NOUN ADP PRON VERB VERB VERB ADP DET NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT VERB NOUN ADJ ADP VERB NOUN DET NOUN ADJ NOUN ADP NOUN,1.0
1297,24694,1,,,,,,It is [PET_BOUNDARY] not a pretty sight. [PET_BOUNDARY],1297.0,15980.0,It is not a pretty sight.,0 0 1 0 1 1,not a pretty sight,figurative,identical,PRON VERB ADV DET ADJ NOUN,1.0
1764,43449,1,,,,,,The industrialist found a wealthy financier to help him [PET_BOUNDARY] weather the storm [PET_BOUNDARY] which was inevitable.,1764.0,29089.0,The industrialist found a wealthy financier to help him weather the storm which was inevitable.,0 0 0 0 0 0 0 0 0 1 0 1 0 0 0,weather the storm,figurative,identical,DET NOUN VERB DET ADJ NOUN PART VERB PRON VERB DET NOUN ADJ VERB ADJ,1.0
1148,8429,1,,,,,,"Fish Sparks, who's been a bit [PET_BOUNDARY] down in the mouth [PET_BOUNDARY] since we rumbled his story, thought it was terrifically funny to start calling the Indians things like Sitting Bull and Tonto, but of course they didn't understand and anyway the rest of us sort of froze him out.",1148.0,5288.0,"Fish Sparks, who's been a bit down in the mouth since we rumbled his story, thought it was terrifically funny to start calling the Indians things like Sitting Bull and Tonto, but of course they didn't understand and anyway the rest of us sort of froze him out.",0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,down in the mouth,figurative,identical,NOUN PROPN NOUN VERB DET NOUN PART ADP DET NOUN ADP PRON VERB ADJ NOUN VERB PRON VERB ADV ADJ PART VERB VERB DET PROPN NOUN ADP VERB PROPN CCONJ PROPN CCONJ ADP NOUN PRON VERB VERB CCONJ ADV DET NOUN ADP PRON ADV ADV VERB PRON PART,1.0
1256,5291,1,,,,,,"What happened however was that Eliot [PET_BOUNDARY] caught a cold, [PET_BOUNDARY] and on the 2 November we received a telegram from him :",1256.0,3509.0,"What happened however was that Eliot caught a cold, and on the 2 November we received a telegram from him :",0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,catch a cold,figurative,inflection,NOUN VERB ADV VERB ADP PROPN VERB DET NOUN CCONJ ADP DET NUM PROPN PRON VERB DET NOUN ADP PRON PUNCT,1.0
1421,34484,1,,,,,,Hot from New Zealand where they virtually [PET_BOUNDARY] rule the roost [PET_BOUNDARY] are Macpack with a small range of good looking climbing and expedition sacks from 40 litres to 85 litres.,1421.0,23115.0,Hot from New Zealand where they virtually rule the roost are Macpack with a small range of good looking climbing and expedition sacks from 40 litres to 85 litres.,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,rule the roost,figurative,identical,ADJ ADP PROPN PROPN ADV PRON ADV VERB DET NOUN VERB PROPN ADP DET ADJ NOUN ADP ADJ VERB NOUN CCONJ NOUN NOUN ADP NUM NOUN ADP NUM NOUN,1.0
1549,41844,1,,,,,,"Penalties have also been revised and those who cause death by dangerous driving or driving [PET_BOUNDARY] under the influence [PET_BOUNDARY] face up to 10 years in prison, an unlimited fine and a minimum 2 years’ disqualification.’",1549.0,28179.0,"Penalties have also been revised and those who cause death by dangerous driving or driving under the influence face up to 10 years in prison, an unlimited fine and a minimum 2 years’ disqualification.’",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,under the influence,figurative,identical,NOUN VERB ADV VERB VERB CCONJ DET NOUN VERB NOUN ADP ADJ NOUN CCONJ VERB ADP DET NOUN NOUN ADP PART NUM NOUN ADP NOUN DET ADJ NOUN CCONJ DET ADJ NUM NOUN NOUN,1.0
1191,3311,1,,,,,,Elise had [PET_BOUNDARY] blazed a talented trail [PET_BOUNDARY] to an art college four years before Merrill took up secretarial training.,1191.0,2281.0,Elise had blazed a talented trail to an art college four years before Merrill took up secretarial training.,0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,blaze a trail,figurative,combined-inflection,PROPN VERB VERB DET ADJ NOUN ADP DET NOUN NOUN NUM NOUN ADP PROPN VERB PART ADJ NOUN,1.0
1226,37916,1,,,,,,"Systems topple, statues walk, long - serving political incumbents [PET_BOUNDARY] take a hike [PET_BOUNDARY] in a huge global shake - up.",1226.0,25349.0,"Systems topple, statues walk, long - serving political incumbents take a hike in a huge global shake - up.",0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0,take a hike,figurative,identical,NOUN VERB NOUN VERB ADV PUNCT VERB ADJ NOUN VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT NOUN,1.0
1691,9380,1,,,,,,And er we [PET_BOUNDARY] fell by the wayside [PET_BOUNDARY] in the wages right.,1691.0,5945.0,And er we fell by the wayside in the wages right.,0 0 0 1 1 0 1 0 0 0 0,fall by the wayside,figurative,inflection,CCONJ INTJ PRON VERB ADP DET NOUN ADP DET NOUN ADJ,1.0
1491,4371,1,,,,,,"Indeed, since 1980 ’s the industrialization that had taken place in Africa has [PET_BOUNDARY] by ~ and ~ large [PET_BOUNDARY] been reversed.",1491.0,2890.0,"Indeed, since 1980 ’s the industrialization that had taken place in Africa has by ~ and ~ large been reversed.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0,by and large,figurative,dashes,ADV ADP NUM PROPN DET NOUN ADJ VERB VERB NOUN ADP PROPN VERB ADP PUNCT CCONJ PUNCT ADJ VERB VERB,1.0
1706,15225,1,,,,,,"The tiles had taken a month to arrive, and if a replacement batch was required it would mean her [PET_BOUNDARY] hanging fire [PET_BOUNDARY] on the commission for another four weeks.",1706.0,9609.0,"The tiles had taken a month to arrive, and if a replacement batch was required it would mean her hanging fire on the commission for another four weeks.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0,hang fire,figurative,inflection,DET NOUN VERB VERB DET NOUN PART VERB CCONJ ADP DET NOUN NOUN VERB VERB PRON VERB VERB ADJ NOUN NOUN ADP DET NOUN ADP DET NUM NOUN,1.0
1657,742,1,,,,,,"Clear seems to be [PET_BOUNDARY] all the rage [PET_BOUNDARY] in the US these days, what with Miller Brewing coming out with a beer that not only tastes watered, but actually looks like water, a Clear Tab from the Coca Cola Co and Pepsico pushing something called Pepsi Crystal, so it's nice to see that IBM Corp being right up there with the trend — enter one of those hallowed and long - standing computer rooms these days and like as not you 'll be able to see right across it with no Big Iron to impede the view — the transparent mainframe.",1657.0,535.0,"Clear seems to be all the rage in the US these days, what with Miller Brewing coming out with a beer that not only tastes watered, but actually looks like water, a Clear Tab from the Coca Cola Co and Pepsico pushing something called Pepsi Crystal, so it's nice to see that IBM Corp being right up there with the trend — enter one of those hallowed and long - standing computer rooms these days and like as not you 'll be able to see right across it with no Big Iron to impede the view — the transparent mainframe.",0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,all the rage,figurative,identical,PROPN VERB PART VERB ADJ DET NOUN ADP DET PROPN DET NOUN NOUN ADP PROPN PROPN VERB PART ADP DET NOUN ADJ ADV ADV VERB VERB CCONJ ADV VERB ADP NOUN DET PROPN PROPN ADP DET PROPN PROPN PROPN CCONJ PROPN VERB NOUN VERB PROPN PROPN ADV PRON ADJ PART VERB ADP PROPN PROPN VERB ADV ADV ADV ADP DET NOUN PUNCT VERB NUM ADP DET ADJ CCONJ ADV PUNCT VERB NOUN NOUN DET NOUN CCONJ INTJ ADP ADV PRON VERB VERB ADJ PART VERB ADV ADP PRON ADP DET PROPN PROPN PART VERB DET NOUN PUNCT DET ADJ NOUN,1.0
1629,41535,1,,,,,,[PET_BOUNDARY] Turning the tables [PET_BOUNDARY] : Shelley Saxon ( left ) and Prue Stopford,1629.0,27945.0,Turning the tables : Shelley Saxon ( left ) and Prue Stopford,1 0 1 0 0 0 0 0 0 0 0 0,turn the tables,figurative,combined-inflection,VERB DET NOUN PUNCT PROPN PROPN PUNCT PROPN PUNCT CCONJ PROPN PROPN,1.0
1341,5003,1,,,,,,"Okay, well maybe we could have [PET_BOUNDARY] called it a day [PET_BOUNDARY] now.",1341.0,3311.0,"Okay, well maybe we could have called it a day now.",0 0 0 0 0 0 1 1 0 1 0,call it a day,figurative,inflection,INTJ INTJ ADV PRON VERB VERB VERB PRON DET NOUN ADV,1.0
1382,40582,1,,,,,,"And apparently these other lads further down, [PET_BOUNDARY] to the tune of [PET_BOUNDARY] about a hundred and fifty yards, had all lifted the boards up on the belt and so all their slack and that was coming to me.",1382.0,27288.0,"And apparently these other lads further down, to the tune of about a hundred and fifty yards, had all lifted the boards up on the belt and so all their slack and that was coming to me.",0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,to the tune of,figurative,identical,CCONJ ADV DET ADJ NOUN ADV ADV ADP DET NOUN ADP ADV DET NUM CCONJ NUM NOUN VERB DET VERB DET NOUN PART ADP DET NOUN CCONJ ADV ADJ ADJ NOUN CCONJ DET VERB VERB ADP PRON,1.0
1499,7427,1,,,,,,"What""this meant is made [PET_BOUNDARY] crystal clear [PET_BOUNDARY] by the description of an army on the march in the Chartson des Lorrains :",1499.0,4597.0,"What""this meant is made crystal clear by the description of an army on the march in the Chartson des Lorrains :",0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,crystal clear,figurative,identical,DET VERB VERB VERB NOUN ADJ ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP DET PROPN PROPN NOUN PUNCT,1.0
1003,14501,1,,,,,,A RARE 1966 World Cup Final programme autographed by the England team [PET_BOUNDARY] went under the hammer [PET_BOUNDARY] for £ 500 at an auction this weekend.,1003.0,9122.0,A RARE 1966 World Cup Final programme autographed by the England team went under the hammer for £ 500 at an auction this weekend.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0,go under the hammer,figurative,inflection,DET PROPN NUM PROPN PROPN PROPN NOUN VERB ADP DET PROPN NOUN VERB ADP DET NOUN ADP SYM NUM ADP DET NOUN DET NOUN,1.0
1450,34885,1,,,,,,Then a wizened lemon was discovered and so lemon tea [PET_BOUNDARY] saved the day. [PET_BOUNDARY],1450.0,23415.0,Then a wizened lemon was discovered and so lemon tea saved the day.,0 0 0 0 0 0 0 0 0 0 1 0 1,save the day,figurative,inflection,ADV DET ADJ NOUN VERB VERB CCONJ ADV NOUN NOUN VERB DET NOUN,1.0
1808,38902,1,,,,,,"Lewis undoubtedly felt that he should, but was nervous about [PET_BOUNDARY] taking the plunge. [PET_BOUNDARY]",1808.0,26026.0,"Lewis undoubtedly felt that he should, but was nervous about taking the plunge.",0 0 0 0 0 0 0 0 0 0 1 0 1,take the plunge,figurative,inflection,PROPN ADV VERB ADP PRON VERB CCONJ VERB ADJ ADP VERB DET NOUN,1.0
1115,1831,1,,,,,,But at least the fusion community needs such volumes to remind it that [PET_BOUNDARY] at the end of the day [PET_BOUNDARY] the scientific juggling will come to nothing if it does not lead to a convenient and not too expensive source of electricity.,1115.0,1449.0,But at least the fusion community needs such volumes to remind it that at the end of the day the scientific juggling will come to nothing if it does not lead to a convenient and not too expensive source of electricity.,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,at the end of the day,figurative,identical,CCONJ ADP ADJ DET NOUN NOUN VERB ADJ NOUN PART VERB PRON ADP ADP DET NOUN ADP DET NOUN DET ADJ NOUN VERB VERB ADP NOUN ADP PRON VERB ADV VERB ADP DET NOUN CCONJ ADV ADV ADJ NOUN ADP NOUN,1.0
1811,19475,1,,,,,,"Moreover, even the payment of dividends might, [PET_BOUNDARY] in the long term, [PET_BOUNDARY] backfire as one of the proposals which has been canvassed is precisely the payment of the equivalent of National Insurance contributions on investment income.",1811.0,12628.0,"Moreover, even the payment of dividends might, in the long term, backfire as one of the proposals which has been canvassed is precisely the payment of the equivalent of National Insurance contributions on investment income.",0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the long term,figurative,identical,ADV ADV DET NOUN ADP NOUN VERB ADP DET ADJ NOUN NOUN ADP NUM ADP DET NOUN ADJ VERB VERB VERB VERB ADV DET NOUN ADP DET NOUN ADP PROPN PROPN NOUN ADP NOUN NOUN,1.0
1186,1777,1,,,,,,I don't actually really believe [PET_BOUNDARY] at the end of the day [PET_BOUNDARY] that that is something you that is rightly called business.,1186.0,1397.0,I don't actually really believe at the end of the day that that is something you that is rightly called business.,0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0,at the end of the day,figurative,identical,PRON VERB ADV ADV VERB ADP DET NOUN ADP DET NOUN ADP DET VERB NOUN PRON ADJ VERB ADV VERB NOUN,1.0
1440,9047,1,,,,,,"The mainstream critics ' thankless task ( their privilege ) is only completed when [PET_BOUNDARY] every last [PET_BOUNDARY] cultural product is herded into this universal corral of taste where, to quote Bourdieu once more, ‘ the most classifying privilege has the privilege of appearing to be the most natural one’.",1440.0,5758.0,"The mainstream critics ' thankless task ( their privilege ) is only completed when every last cultural product is herded into this universal corral of taste where, to quote Bourdieu once more, ‘ the most classifying privilege has the privilege of appearing to be the most natural one’.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,every last,figurative,identical,DET NOUN NOUN PART ADJ NOUN PUNCT ADJ NOUN PUNCT VERB ADV VERB ADV DET ADJ ADJ NOUN VERB VERB ADP DET ADJ NOUN ADP NOUN ADV PART VERB PROPN ADV ADV PUNCT DET ADV ADJ NOUN VERB DET NOUN ADP VERB PART VERB DET ADV ADJ NOUN,1.0
1775,1014,1,,,,,,"Capital Radio, the other UK giant of the independents, has already split its frequencies, and before long all nine quoted independent stations are expected do so, albeit not always [PET_BOUNDARY] around the clock. [PET_BOUNDARY]",1775.0,735.0,"Capital Radio, the other UK giant of the independents, has already split its frequencies, and before long all nine quoted independent stations are expected do so, albeit not always around the clock.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,around the clock,figurative,identical,PROPN PROPN DET ADJ PROPN NOUN ADP DET NOUN VERB ADV VERB ADJ NOUN CCONJ ADP ADV DET NUM VERB ADJ NOUN VERB VERB VERB ADV ADP ADV ADV ADP DET NOUN,1.0
1267,1236,1,,,,,,"put most simply, being [PET_BOUNDARY] at a loose end [PET_BOUNDARY] leads men to the vice of drunkenness and the crime of murder ; and the jobless Marmeladov and the ex - student Raskolnikov are both very pointedly at a loose end.",1267.0,911.0,"put most simply, being at a loose end leads men to the vice of drunkenness and the crime of murder ; and the jobless Marmeladov and the ex - student Raskolnikov are both very pointedly at a loose end.",0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,at a loose end,figurative,identical,VERB ADV ADV VERB ADP DET ADJ NOUN VERB NOUN ADP DET NOUN ADP NOUN CCONJ DET NOUN ADP NOUN PUNCT CCONJ DET ADJ PROPN CCONJ DET NUM PUNCT NOUN PROPN VERB DET ADV ADV ADP DET ADJ NOUN,1.0
1111,29247,1,,,,,,"In an astonishing blend of verse, superb pictures and prose, [PET_BOUNDARY] our eyes are opened [PET_BOUNDARY] to the elephant's grace, social sophistication, sensitivity and gentle power.",1111.0,19506.0,"In an astonishing blend of verse, superb pictures and prose, our eyes are opened to the elephant's grace, social sophistication, sensitivity and gentle power.",0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0,open someone's eyes,figurative,misc,ADP DET ADJ NOUN ADP NOUN ADJ NOUN CCONJ VERB ADJ NOUN VERB VERB ADP DET NOUN NOUN ADJ NOUN NOUN CCONJ ADJ NOUN,1.0
1738,4748,1,,,,,,"Nowhere near enough, they 're trying to get us to sell it off [PET_BOUNDARY] by the back door [PET_BOUNDARY] and we will resist that.",1738.0,3059.0,"Nowhere near enough, they 're trying to get us to sell it off by the back door and we will resist that.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0,by the back door,figurative,identical,ADV ADP ADV PRON VERB VERB PART VERB PRON PART VERB PRON PART ADP DET ADJ NOUN CCONJ PRON VERB VERB DET,1.0
1396,35970,1,,,,,,They 're ordered to [PET_BOUNDARY] sit tight [PET_BOUNDARY] until the thing's big enough and ripe enough to be taken.,1396.0,24021.0,They 're ordered to sit tight until the thing's big enough and ripe enough to be taken.,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,sit tight,figurative,identical,PRON VERB VERB PART VERB ADV ADP DET NOUN ADJ ADJ CCONJ ADJ ADV PART VERB VERB,1.0
1065,19869,1,,,,,,"But, if you can believe it, there's more [PET_BOUNDARY] in the pipeline. [PET_BOUNDARY]",1065.0,12982.0,"But, if you can believe it, there's more in the pipeline.",0 0 0 0 0 0 0 0 1 0 1,in the pipeline,figurative,identical,CCONJ ADP PRON VERB VERB PRON ADV ADJ ADP DET NOUN,1.0
1893,30292,1,,,,,,"Everest appeared [PET_BOUNDARY] out of the question, [PET_BOUNDARY] such was his temperamental and erratic nature.",1893.0,20048.0,"Everest appeared out of the question, such was his temperamental and erratic nature.",0 0 1 1 0 1 0 0 0 0 0 0 0,out of the question,figurative,identical,PROPN VERB ADP ADP DET NOUN ADJ VERB ADJ ADJ CCONJ ADJ NOUN,1.0
1633,36501,1,,,,,,Davies [PET_BOUNDARY] speaks volumes [PET_BOUNDARY] Robert Armstrong on the biography destined to be a rugby union classic.,1633.0,24461.0,Davies speaks volumes Robert Armstrong on the biography destined to be a rugby union classic.,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0,speak volumes,figurative,inflection,NOUN VERB NOUN PROPN PROPN ADP DET NOUN VERB PART VERB DET NOUN NOUN ADJ,1.0
1573,25512,1,,,,,,I really am fed up with other people's [PET_BOUNDARY] old hat [PET_BOUNDARY] views about abseiling.,1573.0,16544.0,I really am fed up with other people's old hat views about abseiling.,0 0 0 0 0 0 0 0 1 1 0 0 0,old hat,figurative,identical,PRON ADV VERB VERB PART ADP ADJ NOUN ADJ NOUN NOUN ADP VERB,1.0
1375,37525,1,,,,,,"Her model was Greenwich Village, New York, not readily transferable to British urban experiences, but her book Death and life in great American cities [PET_BOUNDARY] struck a chord [PET_BOUNDARY] in British planning.",1375.0,25086.0,"Her model was Greenwich Village, New York, not readily transferable to British urban experiences, but her book Death and life in great American cities struck a chord in British planning.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0,strike a chord,figurative,inflection,ADJ NOUN VERB PROPN PROPN PROPN PROPN ADV ADV ADJ ADP ADJ ADJ NOUN CCONJ ADJ NOUN NOUN CCONJ NOUN ADP ADJ ADJ NOUN VERB DET NOUN ADP ADJ NOUN,1.0
1646,4103,1,,,,,,"Propelled forward by the shrieking aunts, who were [PET_BOUNDARY] bringing up the rear, [PET_BOUNDARY] they stumbled in, falling over the pots and pans and bumping into the dangling kettles, dropping their sacks and shouting and generally making the most satisfactory uproar imaginable.",1646.0,2678.0,"Propelled forward by the shrieking aunts, who were bringing up the rear, they stumbled in, falling over the pots and pans and bumping into the dangling kettles, dropping their sacks and shouting and generally making the most satisfactory uproar imaginable.",0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,bring up the rear,figurative,inflection,VERB ADV ADP DET NOUN NOUN NOUN VERB VERB PART DET NOUN PRON VERB ADP VERB ADP DET NOUN CCONJ NOUN CCONJ VERB ADP DET ADJ NOUN VERB ADJ NOUN CCONJ NOUN CCONJ ADV VERB DET ADV ADJ NOUN ADJ,1.0
1861,13653,1,,,,,,Medical isolation of the prostitute in the 1860s [PET_BOUNDARY] went hand - in - hand [PET_BOUNDARY] with a range of related social demarcations.,1861.0,8530.0,Medical isolation of the prostitute in the 1860s went hand - in - hand with a range of related social demarcations.,0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0,go hand in hand,figurative,combined-inflection,ADJ NOUN ADP DET NOUN ADP DET NUM VERB NOUN PUNCT ADP PUNCT NOUN ADP DET NOUN ADP ADJ ADJ NOUN,1.0
1552,20627,1,,,,,,"This bugles - and - banners stridency, drowning out the elegant salon music of pre - war Europe's [PET_BOUNDARY] Indian summer, [PET_BOUNDARY] culminated inexorably in the Great War and the subsequent rise of Fascist dictatorships.",1552.0,13637.0,"This bugles - and - banners stridency, drowning out the elegant salon music of pre - war Europe's Indian summer, culminated inexorably in the Great War and the subsequent rise of Fascist dictatorships.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0,indian summer,figurative,identical,DET NOUN PUNCT CCONJ PUNCT NOUN NOUN VERB PART DET ADJ NOUN NOUN ADP ADJ PUNCT NOUN PROPN ADJ NOUN VERB ADV ADP DET PROPN PROPN CCONJ DET ADJ NOUN ADP PROPN NOUN,1.0
1668,43605,1,,,,,,"Certainly the minimum of one - and - a - half days per month envisaged by the Home Office as being all that will be required, it seems to me to be very [PET_BOUNDARY] wide of the mark. [PET_BOUNDARY]",1668.0,29183.0,"Certainly the minimum of one - and - a - half days per month envisaged by the Home Office as being all that will be required, it seems to me to be very wide of the mark.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,wide of the mark,figurative,identical,ADV DET NOUN ADP NUM PUNCT CCONJ PUNCT DET PUNCT NOUN NOUN ADP NOUN VERB ADP DET PROPN PROPN ADP VERB DET ADJ VERB VERB VERB PRON VERB ADP PRON PART VERB ADV ADJ ADP DET NOUN,1.0
1092,34160,1,,,,,,"It is pitch black [PET_BOUNDARY] round the clock [PET_BOUNDARY] and everyone is depressed, drunk and stinks of fish oil.",1092.0,22936.0,"It is pitch black round the clock and everyone is depressed, drunk and stinks of fish oil.",0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0,round the clock,figurative,identical,PRON VERB NOUN ADJ ADP DET NOUN CCONJ NOUN VERB ADJ ADJ CCONJ NOUN ADP NOUN NOUN,1.0
1460,16337,1,,,,,,"The couple were unaware they had [PET_BOUNDARY] hit the headlines [PET_BOUNDARY] around the world after leaving Nicole, nine, and four - year - old Diana alone while they enjoyed a nine - day Mexican holiday in Acapulco.",1460.0,10313.0,"The couple were unaware they had hit the headlines around the world after leaving Nicole, nine, and four - year - old Diana alone while they enjoyed a nine - day Mexican holiday in Acapulco.",0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,hit the headlines,figurative,identical,DET NOUN VERB ADJ PRON VERB VERB DET NOUN ADP DET NOUN ADP VERB PROPN NUM CCONJ NUM PUNCT NOUN PUNCT ADJ PROPN ADV ADP PRON VERB DET NUM PUNCT NOUN ADJ NOUN ADP PROPN,1.0
1101,12150,1,,,,,,"He had very deliberately told her to [PET_BOUNDARY] get lost, [PET_BOUNDARY] and when she didn't take the hint, he 'd sent her an obscene note.",1101.0,7766.0,"He had very deliberately told her to get lost, and when she didn't take the hint, he 'd sent her an obscene note.",0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,get lost,figurative,identical,PRON VERB ADV ADV VERB PRON PART VERB VERB CCONJ ADV PRON VERB VERB DET NOUN PRON VERB VERB PRON DET ADJ NOUN,1.0
1604,16466,1,,,,,,"Alexander Russell, the council's convener, said : ‘ It's a [PET_BOUNDARY] Hobson's choice’. [PET_BOUNDARY]",1604.0,10441.0,"Alexander Russell, the council's convener, said : ‘ It's a Hobson's choice’.",0 0 0 0 0 0 0 0 0 0 1 1,hobson's choice,figurative,dashes,PROPN PROPN DET NOUN NOUN VERB PUNCT PUNCT PRON DET PROPN VERB,1.0
1265,43970,1,,,,,,"The consultant may, on the other hand, be able to suggest to the head teacher that an invitation be extended to other support staff with such specialist qualifications, from within the school or the school services, to act as co - consultants, [PET_BOUNDARY] with a view to [PET_BOUNDARY] developing their own consultative skills.",1265.0,29518.0,"The consultant may, on the other hand, be able to suggest to the head teacher that an invitation be extended to other support staff with such specialist qualifications, from within the school or the school services, to act as co - consultants, with a view to developing their own consultative skills.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0,with a view to,figurative,identical,DET NOUN VERB ADP DET ADJ NOUN VERB ADJ PART VERB ADP DET NOUN NOUN ADP DET NOUN VERB VERB ADP ADJ NOUN NOUN ADP ADJ ADJ NOUN ADP ADP DET NOUN CCONJ DET NOUN NOUN PART VERB ADP NOUN PUNCT NOUN ADP DET NOUN ADP VERB ADJ ADJ ADJ NOUN,1.0
1802,13918,1,,,,,,"Plus this means that the strike committee can [PET_BOUNDARY] go public [PET_BOUNDARY] with it's grievances, and in the past few days, the farmers and the authorities have been debating the issues on local television.",1802.0,8649.0,"Plus this means that the strike committee can go public with it's grievances, and in the past few days, the farmers and the authorities have been debating the issues on local television.",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,go public,figurative,identical,CCONJ DET VERB ADP DET NOUN NOUN VERB VERB ADJ ADP PRON NOUN CCONJ ADP DET ADJ ADJ NOUN DET NOUN CCONJ DET NOUN VERB VERB VERB DET NOUN ADP ADJ NOUN,1.0
