,Unnamed: 0,index,label,sentence,pos,v_index
17279,17279,466,1,"Still, opponents paint the company as a heavy- handed marauder, riding roughshod over public will",VERB,10
23276,23276,3099,1,Economists are sticking to predictions of slow going for the economy in the first half,VERB,2
18532,18532,1719,1,"As the wifely paragon sits, waiting and weaving, you nearly go to sleep the piece is so static",VERB,12
14350,14350,1274,1,"This may tell us more about the pollsters' wizardry than it does about the candidates, but obviously the Democrats haven't melted away",VERB,20
6289,6289,1806,1,"As previously reported, Eastern, locked in a longstanding labor- management feud, has contracted with Orion Air, a unit of Primark Corp., to provide pilots to fly Eastern aircraft should contract talks end in a strike",VERB,25
8331,8331,2722,1,But many others constitute a sleeping giant best left unwakened,VERB,5
35029,35029,1023,1,You should drink a full eight ounces of water with your tablets,VERB,2
12634,12634,2922,1,""" We don't know which he painted first, the deformity or the sweep of her flowing hair, "" he says firmly",VERB,15
36787,36787,3154,1,"While acknowledging that the many hits he has taken have had an impact, Mr. Quayle says it is merely "" a question of when that perception will evaporate.'",VERB,27
26858,26858,3317,1,"Making the Paris- Dakar rally less perilous, Mr. Sabine says, might kill it",VERB,11
22079,22079,1902,1,"According to Mr. Gage, Mr. Mulheren later told police, several of whom are friends of his, that he would kill Messrs",VERB,19
28684,28684,1406,1,His public- relations people have flooded reporters with copies of his speeches,VERB,5
19522,19522,2709,1,"But even though the Sox are off to a typically lousy start this season, plenty of Chicagoans don't want to see them strike out for Florida",VERB,22
4373,4373,3254,1,"Coincidence perhaps, but within 48 hours, Ms. Fox says, it rained here",VERB,10
37322,37322,3689,1,Next to it rests a wooden face carving he found in a nearby cemetery,VERB,3
6134,6134,1651,1,"Back in the early 1970s, when Mr. Trudeau created "" Doonesbury, "" he was able to invent quirky countercultural characters that allowed his delicately accurate barbs to fly in all directions",VERB,27
10443,10443,358,1,"Thus he notes that when Edward Baring became Baron Revelstoke in 1883 he knocked together two Mayfair mansions to make one urban palace in which he "" entertained in a style as lavish as the furnishing",VERB,13
12957,12957,3245,1,The filing also reported two lawsuits brought by Staley shareholders attacking the company's extensive anti- takeover arsenal,VERB,10
13478,13478,29,1,"Bush and Dukakis should be asked to clarify where they stand on this important distinction, for it's clear that the real work of fixing the schools will fall to local politicians and school boards",VERB,23
37219,37219,3586,1,"At that point we suspect Jim Wright's gift to the Democratic convention will turn to dross, as the next administration learns what happens when the U.S. lets seven years of support for a resistance movement evaporate",VERB,35
14738,14738,1662,1,"He has tried to convince the public his company isn't, in his words, "" a nice building on the park with everybody sleeping inside.'",VERB,22
16612,16612,3536,1,But Cameloot was just another loser among the entries that flooded the offices of Circus Circus Enterprises Inc. during a contest to name its planned$ 290 million castle- theme resort,VERB,10
7163,7163,2680,1,"Any bad news knocks stocks down, "" he said",VERB,3
21877,21877,1700,1,"And now that the winter snows are melting along the Indo- Chinese border in the Himalayas, tension between the two Asian rivals is again rising",VERB,7
419,419,46,1,"The insurance industry, facing mounting competition on several fronts, is undergoing a personnel and cost retrenchment such as those that have struck the securities and banking industries",VERB,21
30223,30223,3318,1,"Born and raised in India and educated at Harvard, the young documentary maker visited Bombay and was struck by the numbers of children living in the street",VERB,17
21491,21491,1314,1,"CMS Energy in Jackson, Mich., kicked things off Tuesday, announcing that its Consumers Power subsidiary will get a$ 60 million boost to 1988 earnings, courtesy of the changed rules",VERB,5
22810,22810,2633,1,It pours toilet paper in parts of Michigan,VERB,1
31861,31861,1219,1,"In Taunton, he called together business, labor, political and education leaders to examine the city's problems",VERB,12
882,882,882,1,"Mr. Rowland "" touched on the matter "" of a possible stake purchase again last week, according to Sir Michael",VERB,3
29411,29411,2506,1,"After making several major acquisitions, including American Motors Corp., in 1986 and 1987, Chrysler has spent this year trying to integrate those operations with its existing ones, and stepping up spending on technology to develop new products",VERB,28
8670,8670,2315,1,"Because genetic targeting marries sophisticated organic chemistry with molecular genetics, Gilead says it sidesteps some of the messier problems of conventional biotechnology -- particularly the manufacture of human proteins",VERB,2
32804,32804,2162,1,It also vindicates Pratt's efforts to fix problems in customer service that contributed to its loss of dominance in the commercial jet engine field to General Electric Co,VERB,6
25720,25720,1806,1,"As previously reported, Eastern, locked in a longstanding labor- management feud, has contracted with Orion Air, a unit of Primark Corp., to provide pilots to fly Eastern aircraft should contract talks end in a strike",VERB,25
24147,24147,233,1,"He did, however, get McGwire to pop out with two out and the bases loaded in the eighth, and he struck out the mighty Jose Canseco on a 3- 2 count with a man on in the ninth",VERB,20
34920,34920,914,1,"The U.S. would say it officially "" recognizes "" the presidency of the fellow Noriega kicked out of office, who is now hiding somewhere in Panama",VERB,15
32248,32248,1606,1,"The paved highway abruptly turns into a dirt road, and South Africa, without warning, dissolves into Bophuthatswana",VERB,14
8334,8334,2725,1,"The campaign against Boston's rats will require pouring, in a manner of speaking, millions of dollars down rat holes",VERB,7
7821,7821,3711,1,""" Competitors are kept out, and carters' costs are kept down, "" says Mr. Kossler, who testified publicly in 1983 about one incident: A New York businessman got into the garbage- hauling business and quickly tried to grab customers from other carters by underbidding them",VERB,37
32573,32573,1931,1,"For their part, though, Chicago aldermen have been too busy functioning as art critics to besiege the statehouse in Springfield on behalf of the team, and state legislators have shown more inclination to clown than to move quickly or positively",VERB,15
17634,17634,821,1,"To keep those flowerpots from flying, companies more and more try to prepare employees for working with AIDS patients",VERB,5
21855,21855,1678,1,"He can be oblivious to how calculated he sometimes appears, yet he can also touch people, as when, at the close of the Louisville rally Saturday, he brought forward Georgia Powers, a black Kentucky state senator",VERB,14
17399,17399,586,1,"At age eight, he wrote a story about people, somewhere far away, who ate stars hatched from purple pebbles",VERB,13
19982,19982,3169,1,"News accounts told of thousands of Iranian soldiers at the Iraqi front suffering severe burns and damaged lungs from mustard gas, a poison that killed or maimed over a million people in World War I",VERB,24
26181,26181,2640,1,"And so it is on the grounds of insufficient candor that the resourceful Mr. Goldman, hot to debunk, attacks his subject",VERB,18
1991,1991,872,1,"Afterward, Enrique "" Quique "" Galarza, Cojunto's lively, goateed, 40-ish lead singer, explained that he and his colleagues recently dissolved a pre- existing group and started Cojunto, so they don't have any home turf dates either",VERB,19
20873,20873,323,1,"And, "" These characteristics of Soviet policy, like the postulate from which they flow, are basic to the internal nature of Soviet power, and will be with us, whether in the foreground or the background, until the internal nature of Soviet power is changed.'",VERB,13
27132,27132,3591,1,The clearance came as a notary approved Ferruzzi's plan to absorb Iniziativa Me. T.A,VERB,10
16610,16610,3534,1,""" I privately examined this company's ability to deal with Japanese equities, and secretly induced the Ministry of Finance to focus on this point, "" says Mr. Miyoda",VERB,3
15379,15379,2303,1,Some mines were planted by the U.S .- backed guerrillas themselves,VERB,3
27120,27120,3579,1,"Change will come slowly, because Japanese society still has a strong tendency to hammer down any nail that sticks up",VERB,18
23023,23023,2846,1,""" Compaq has stepped into the market and is arguably the leader in performance and functions for the price",VERB,3
5923,5923,1440,1,"To avoid being stuck with an outdated backlog, many are waiting until they run out before reordering",VERB,3
32361,32361,1719,1,"As the wifely paragon sits, waiting and weaving, you nearly go to sleep the piece is so static",VERB,12
17930,17930,1117,1,"Asked about the resonating valence bond theory of superconductivity, one of the Enquirer's young female sources comments, "" RVB is like. .. when you eat thallium and your boyfriend eats thorium. .. and then you kiss.'",VERB,29
2693,2693,1574,1,"The trick is to focus narrowly on the bonds among guys who have been through hell together and will stick together unto death, without bothering with their attitudes toward the cause for which they are fighting",VERB,19
7201,7201,2718,1,"If it cools off, they worry about lower earnings, which also would hurt the market",VERB,2
7711,7711,3601,1,Their melanin- producing system keeps the skin constantly filled with the dark pigment,VERB,8
9563,9563,2089,1,"U.S. Stinger missiles, machine guns and mangled human limbs came raining down on what was left",VERB,10
18451,18451,1638,1,"Management of three of the five highest yielding general purpose funds, as ranked by the Donoghue Organization, absorb a portion of fund expenses",VERB,17
5030,5030,547,1,"Here in Ohio, some Democrats worry that Mr. Bush's dismissal of his opponent as a Massachusetts liberal may drown out the Democrat's message on the economy",VERB,18
22253,22253,2076,1,That measure assumed surpluses were the problem; now the surpluses are evaporating,VERB,11
4228,4228,3109,1,""" You think we can knock these things out like hamburgers",VERB,5
25247,25247,1333,1,The failure of a rocket joint touched off the January 1986 explosion that killed the seven Challenger astronauts,VERB,6
17969,17969,1156,1,"On Oct. 20, when the financial system was on the brink of a standstill because of potential defaults, the Federal Reserve stepped in to nip the crisis in the bud",VERB,21
9881,9881,3153,1,"They never say excuse me, "" says Jacqueline Yun, a crop- haired Korean- American, as she drags on a cigarette",VERB,16
34510,34510,504,1,Others are flooding their local television broadcasts with press releases and advertising that stresses the quality and safety of the vehicles,VERB,2
23903,23903,3726,1,"On Wednesday, the Central Bank of the Philippines stepped into the foreign exchange market to sell$ 500, 000 for pesos, pushing the dollar down to 21.293 pesos",VERB,8
22041,22041,1864,1,"This comes after news of Daimler- Benz's plans to restructure top management into a holding company, which kicked off a rally in auto stocks Tuesday",VERB,17
22231,22231,2054,1,But it's another thing to simply pour money into a fiscal black hole,VERB,6
10565,10565,480,1,"If Europe should be a region where merchandise moves freely, why shouldn't people flow freely",VERB,13
11176,11176,1091,1,"Industry publications of record initially were skeptical of some of the new claims, knowing that Mexico, for instance, had once pumped up its reserves officially to increase bank borrowings",VERB,20
21012,21012,835,1,"None of this seems to have damped the spirits of the hall's backers, who plan to kick off a new fund- raising drive this fall",VERB,16
6556,6556,2073,1,Increasingly he will be the leper nobody wants to touch.',VERB,9
16168,16168,3092,1,About 170 people were killed in Petropolis two weeks ago,VERB,4
31137,31137,495,1,"Richard Boyle, vice chairman of Chase Manhattan Corp., avoids serious business when eating in with staffers; "" I don't want to give people indigestion, "" he explains",VERB,12
24989,24989,1075,1,"A young woman, dying of cancer, is killed by a doctor",VERB,7
4983,4983,500,1,"The accident began Sept. 13, 1987, when villagers in Goiania, Brazil, stumbled on some radiotherapy equipment abandoned by a former health clinic there",VERB,11
4759,4759,276,1,"And the$ 300 million sunflower industry is faring far worse than the$ 10.5 billion soybean industry, which is large enough to absorb short- term setbacks",VERB,21
23905,23905,3728,1,""" That would cause Boeing to finally move on the 7J7 and stop dragging its feet.'",VERB,13
28941,28941,2036,1,"And Mr. Gorbachev's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are destroyed, Mr. Chalmers says",VERB,11
19387,19387,2574,1,"I' ve gotten so many invitations, in fact, that I' ve stopped filling out the forms, with their requests that I list my "" creative works "" and "" awards, honors, grants.'",VERB,12
8797,8797,2442,1,"The official, a member of the trade ministry's Mideast and Africa office, said that "" fundamentally, "" the presidents accepted the request for caution but that the talks didn't touch on any specific measures for slowing trade with South Africa",VERB,29
11748,11748,2036,1,"And Mr. Gorbachev's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are destroyed, Mr. Chalmers says",VERB,11
7751,7751,3641,1,"Baby hilariously escapes disaster, over and over, as the camera whips around at a hyperanimated pace",VERB,2
24323,24323,409,1,"On the side of his dash rides his beloved graph recorder, a combination of a slow moving scroll of paper and a stylus that moves as a vertical blur, etching the solid contours of the lake's bottom and the inverted arcs of fish",VERB,6
2855,2855,1736,1,But the euphoria soon evaporated,VERB,4
27012,27012,3471,1,"When eaten, the worms release bacteria that kill the insects",VERB,7
34975,34975,969,1,"Mr. Bush avoided making any serious gaffes, while striking at his opponent in spirited fashion",VERB,8
23809,23809,3632,1,"The plant, the company's second- largest, has annual slitting and rolling capacity of about 120, 000 tons",VERB,10
16846,16846,3390,1,"In his own opinion, Chairman Ruder attacked both dissents as attempting to reduce the customer's protection not only below the level set in the securities laws, but even below the standard set by common law",VERB,6
6328,6328,1845,1,"At his sentencing, Mr. Marchese and his court- appointed lawyer, John J. Byrnes, complained that Mr. Marchese played a small role in the larger tax- shelter conspiracy orchestrated by Mr. Galanis",VERB,17
30908,30908,266,1,"When he steps into BG's shoes on Saturday, it will be in a Carnegie Hall vastly different from the one Mr. Goodman first scaled in 1938",VERB,2
18778,18778,1965,1,"He didn't stick around to explain why, but the Soviet vaulters later complained of tricky winds, and Bubka blamed them for his passing on the 20-foot barrier",VERB,2
7080,7080,2597,1,"It often pumps in equity, resulting in massive dilution for current shareholders, and drives a hard bargain with creditors, forcing them to accept far less than 100 cents for each dollar they are owed",VERB,2
22479,22479,2302,1,"He can no longer sleep, he says, nor even concentrate long enough to take in a newspaper article without reading it several times",VERB,4
26241,26241,2700,1,It's not that Mr. Ferri isn't trying to step aside,VERB,8
13526,13526,77,1,""" I'd heard about Powelson from another classicist at the University of Maryland, and then Powelson began to besiege me with letters asking for an invitation, "" Mr. Ambrose says",VERB,18
36987,36987,3354,1,"Mr. Cardenas's stunning success in this month's presidential election, when he took close to a third of the vote and loosened the traditional stranglehold of the Institutional Revolutionary Party, or PRI, illustrated that attacking debt payments wins votes",VERB,33
828,828,828,1,Wind shear has contributed to at least five major airline accidents in the past 15 years in which more than 500 people have been killed,VERB,24
29934,29934,3029,1,For Americans to fail to grasp the significance of these developments is to invite greater and more unpleasant surprises than we' ve had so far,VERB,5
30797,30797,155,1,Stories of dog restaurants being shooed from areas tourists frequent filled the foreign press in pre- Olympic days,VERB,10
27076,27076,3535,1,"Even then, however, Australia's new 49% tax rate kicked in at an even lower income level than the old 60% top rate did -- only 30% above average yearly earnings",VERB,8
15080,15080,2004,1,The villagers -LRB- using dynamite purchased with His Highness's money -RRB- channeled melting mountain snow -- the only water available in this high desert -- to previously arid land,VERB,12
15486,15486,2410,1,"The agreement also helps avoid bickering between Texaco and its independent- minded unit, which pledged to lend its vital aid in the sale",VERB,16
16216,16216,3140,1,NASA partisans blame the administration for allowing the civilian space agency to drift and deteriorate through the 1980s while pouring vast sums into the Pentagon,VERB,19
16406,16406,3330,1,I hope not too many of your readers will lack the vision to grasp the message and benefit conferred,VERB,13
30778,30778,136,1,"The Soviet leader gave vent to his criticism of Washington's policies in general toward Moscow, which he described as filled with contradictions",VERB,19
32219,32219,1577,1,Triple mileage has struck another blow to the coupon market,VERB,3
6699,6699,2216,1,""" It doesn't look good, but nobody at First Boston seems to care as long as the fees keep rolling in.'",VERB,19
14640,14640,1564,1,"Second, if politicians think that the Fed is targeting economic growth, they will blame the Fed if the economy slows",VERB,8
37061,37061,3428,1,"But he did say that "" there are no heads that are going to roll.'",VERB,14
20350,20350,3537,1,Mr. Manzi said Lotus's strategy of designing compatible versions of 1- 2- 3 for many different computers besides International Business Machines Corp .- compatible personal computers is convincing more corporate buyers to stick with Lotus,VERB,32
24418,24418,504,1,Others are flooding their local television broadcasts with press releases and advertising that stresses the quality and safety of the vehicles,VERB,2
22296,22296,2119,1,"Not surprisingly, Helsinki is most appealing when things are kept Finnish, be it architecture, artifacts or sailors. -LRB- Finnish sailors, who train on one of Helsinki's bucolic islands, sport blond hair, tans and jaunty white caps that look like flying saucers. -RRB-/-R",VERB,39
30583,30583,3678,1,The Duracell sale seems certain to step up pressure on management to sustain recent improvements in profit performance,VERB,6
293,293,666,1,""" I found myself sleeping out on the steps in boot camp, "" he recalls",VERB,4
30107,30107,3202,1,"The once high- flying company stumbled in 1986 when competition intensified in the mainframe market, and it has been revamping its product line since then",VERB,5
34592,34592,586,1,"At age eight, he wrote a story about people, somewhere far away, who ate stars hatched from purple pebbles",VERB,13
6127,6127,1644,1,Ideas may strike it but they just bounce off,VERB,2
21488,21488,1311,1,"The main problem, though, is that 80% of all retirement housing now on the market targets the wealthy -- yet that group makes up just 20% of all elderly people, says Gordon M. Johnson, a Los Angeles retirement- housing specialist with Laventhol& Horwath, a Philadelphia- based accounting firm that studies real estate",VERB,15
18118,18118,1305,1,The rollback destroyed this steady progress,VERB,2
28611,28611,1333,1,The failure of a rocket joint touched off the January 1986 explosion that killed the seven Challenger astronauts,VERB,6
13029,13029,3317,1,"Making the Paris- Dakar rally less perilous, Mr. Sabine says, might kill it",VERB,11
34398,34398,392,1,Mr. Donovan was fired and the OSS dissolved by presidential order well before the Nuremberg trials came under way,VERB,7
34264,34264,258,1,"-- Last September, 22-year- old Kimberly Isaac of Baton Rouge, La., was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery- store lot backed up, knocking her over and dragging her in circles",VERB,40
11700,11700,1988,1,"MORE FIRED MANAGERS strike out on their own, but many just strike out",VERB,11
16038,16038,2962,1,"It's fine to touch down in Tel Aviv, in Cairo, in Amman",VERB,3
3193,3193,2074,1,"Earlier, he explains to his girlfriend why, on a bet, he slept with a woman he didn't care about: "" A guy lays down a dare you got ta take it.'",VERB,11
31016,31016,374,1,"The GAO was also to examine if the law has caused excessive red tape for employers, and if the law is being implemented well",VERB,5
5081,5081,598,1,"With its latest acquisition, Cartier, which is 46.8% -owned by Rothmans International PLC of Britain, will control more than 40% of the$ 2.2 billion international luxury- watch market and aims to eat into the market share of the other leader, Rolex, Mr. Perrin said",VERB,31
233,233,606,1,Locusts fill the eerie silence of old battlegrounds; peasants give live locusts to their babies as toys,VERB,1
6714,6714,2231,1,"Re your page- one story "" To Mark Year 2000, Some Events Will Be Out of This World, "" June 27: I'd hate to pour water on anybody's millennial observance, but 2000 is the last year of the 20th century",VERB,24
18967,18967,2154,1,Atlantic currently has melting and casting operations at both sites,VERB,3
16957,16957,3501,1,They fear Philip Morris could grab a huge portion of the retail shelf and stifle innovation by muscling out smaller and regional concerns where new products are often born,VERB,5
35772,35772,1766,1,Yesterday's bond and yen sell- off in Japan occurred after central bank officials told local reporters the bank was sticking to that position,VERB,19
28140,28140,862,1,We can also see dissolving a central tenet of those who' ve long argued that the large budget and trade deficits of the Reagan years have left the U.S. economy tottering on the edge of ruin,VERB,4
8205,8205,1477,1,""" If you put a pile of candy bars out in a pasture, "" Mr. Flickinger says, "" they'd go eat themselves to death.'",VERB,20
19675,19675,2862,1,"After a little more than two months of deliberations, the Presidential Task Force on Market Mechanisms, also known as the Brady commission, has rolled out its proposals",VERB,23
14641,14641,1565,1,Mr. Tennyson said it's unfair that foreign cigarette manufacturers who advertise through U.S. magazines will escape the ban,VERB,15
26998,26998,3457,1,""" The hot weather just about melted him away, "" Mr. Corbett says with a sigh",VERB,6
543,543,170,1,"If the charges stick, it could suggest that some concepts of freedom are a bit too broad",VERB,3
8197,8197,1469,1,""" They're afraid program trading will touch off another free fall and they' ve been through that before.'",VERB,6
34630,34630,624,1,"Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115, 000 Soviet troops from neighboring Afghanistan, but Islamabad appeared to be sticking to its demand for a new government in Kabul to oversee the pullout",VERB,27
15485,15485,2409,1,"The whole, rotting campaign- law edifice -- excepting the required disclosure of contributors -- should be struck down before it further damages the political process",VERB,16
36721,36721,3088,1,"Similar in appearance and texture to petroleum- based plastics, the plastic decomposes into water and carbon dioxide when attacked by certain enzymes in the soil",VERB,18
14168,14168,719,1,"Cohen and Kravis was described as cordial, angry charges flew like hail behind the scenes",VERB,9
14727,14727,1651,1,"Back in the early 1970s, when Mr. Trudeau created "" Doonesbury, "" he was able to invent quirky countercultural characters that allowed his delicately accurate barbs to fly in all directions",VERB,27
30680,30680,38,1,""" If it's successful, we'll roll out the concept elsewhere, "" said Craig Kirsch, General Nutrition's chief financial officer",VERB,5
35651,35651,1645,1,"Recriminations already are beginning to fly in Israel as Foreign Minister Shimon Peres, who hopes to be Israel's next prime minister, attacks the present one for lost opportunities to make peace while Iraq was distracted",VERB,21
36377,36377,2371,1,"If all OPEC members stick to the rules, Saudi Arabia would be willing to permit its production to slide even though the others are producing up to their quotas -- but only for a short period",VERB,4
21023,21023,846,1,"Finally, that act would streamline procedures, allowing states to set or change individual permits without needless EPA review; EPA to issue targeted requirements rather than comprehensive federal cleanup plans that destroy local initiatives; and enforcement to become both swifter and fairer through self- executing citations reviewed by expert administrative law judges, not cases pursued in hundreds of backlogged district courts",VERB,30
22890,22890,2713,1,"Since introducing its first cooler in late 1985, Seagram has grabbed a 36% market share and with eight flavors on the market has kept increasing its revenue at the expense of others",VERB,10
19819,19819,3006,1,"It's little wonder, then, that Susan has taken to escaping into the company of her delightfully charming, exceedingly attractive, immensely rich fantasy family: an adoring husband, a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- "" champers, "" as he prefers to call it -- for the four of them",VERB,41
1720,1720,601,1,""" It seemed to me an enormously powerful tool if you could knock out a gene responsible for a virus or cancer.'",VERB,12
3953,3953,2834,1,"The work should have touched a nerve here because of the Korean government's effort to hide, for the duration of the Olympics, a popular variety of Seoul food -- namely, dog meat",VERB,4
30635,30635,3730,1,""" Ray Shaw is an exceptionally talented newsman and business executive and definitely will be missed, "" Mr. Phillips said",VERB,15
33437,33437,3168,1,"Mr. Meese of course had good personal reasons for the infernal device he left behind; Washington's Democrats have been trying to destroy Ed Meese since the day he arrived in town, for no reason other than that he looked like an easier target than Ronald Reagan",VERB,21
30561,30561,3656,1,"Luby's Cafeterias Inc., San Antonio, Texas, is targeting the Midwest after recently inching out of its Deep South stronghold into Arizona",VERB,7
21489,21489,1312,1,"Soon she is not only bringing her wheelchair- bound master snacks, she's knocking off people he dislikes -- and only too slowly",VERB,12
1030,1030,1030,1,"Money continues to pour into venture- capital funds, but investors are becoming increasingly selective about the partnerships with which they place money",VERB,3
10440,10440,355,1,"Performing his own compositions, traditional R& B tunes, zydeco originals and his interpretations of rock numbers, Buck and the band spit out the kind of crackling music that's been missing since the heyday of Stax Records, when Booker T. and the MGs pumped a driving rhythm behind Sam& Dave, Carla Thomas and Otis Redding",VERB,42
32469,32469,1827,1,"He proposed what ministers in many countries have only danced around -- movement toward a global fixed- rate system, possibly linked to gold",VERB,9
17187,17187,374,1,"The GAO was also to examine if the law has caused excessive red tape for employers, and if the law is being implemented well",VERB,5
14991,14991,1915,1,"The clash of goals is rare in postwar Japan, where consensus has enabled banks and industry to flourish",VERB,17
2251,2251,1132,1,"The consultant explained that Mobil has positioned itself to appeal to more upscale consumers, while the Sohio market rests heavily on middle- class buyers",VERB,18
13231,13231,3519,1,"The telephone companies generally have been restrained from striking out against such services because of First Amendment concerns and because, as public utilities and monopolies, telephone companies have a duty to offer services without discrimination",VERB,8
19374,19374,2561,1,"Federal prosecutors in Texas, California and Florida are particularly burdened with bank fraud investigations, many targeting savings and loans that failed after speculative lending binges",VERB,15
527,527,154,1,"When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet, a small group of trainmen here knew they had struck a raw nerve",VERB,9
26098,26098,2557,1,"The specialist system has been attacked frequently since the October market crash, especially by the Chicago- based futures markets",VERB,5
34509,34509,503,1,"The fact that Japanese applicants obtained nearly 25% more awards than they did in 1986 has raised apprehensions in the Reagan administration that Japan is "" flooding "" the patent office with applications in the anticipation that it will gain a commercial advantage over U.S. firms in coming years",VERB,26
27687,27687,409,1,"On the side of his dash rides his beloved graph recorder, a combination of a slow moving scroll of paper and a stylus that moves as a vertical blur, etching the solid contours of the lake's bottom and the inverted arcs of fish",VERB,6
3163,3163,2044,1,Grain and soybean futures prices plunged because it rained in Iowa,VERB,8
25959,25959,2418,1,A recession could trip up the Canadian dollar's recovery and a resumption of the dollar's decline against other major currencies would almost certainly drag the Canadian dollar down too,VERB,23
35120,35120,1114,1,"In a letter to Robert W. Page, assistant Army secretary for civil works, the Illinois governor called the situation on the rivers "" a navigation emergency "" and requested the corps to divert Great Lakes water at Chicago to get river traffic flowing again",VERB,42
12797,12797,3085,1,"Jaime Rosenthal said he was stepping down as President Azcona's economic adviser, but staying on as vice president",VERB,5
1541,1541,422,1,"As late as Wednesday night, jets carrying signatures were still touching down at the airport in Brasilia, and motorcades were flowing into town",VERB,20
17759,17759,946,1,This at a time when Germany is already leading a new rush to subsidize perestroika -- last week Deutsche Bank closed an agreement to pour some$ 1.9 billion of aid into Moscow's bottomless coffers,VERB,24
2637,2637,1518,1,"In a sense, the 43-year- old Mr. Lucas has more riding on "" Willow "" than anybody",VERB,10
11286,11286,1574,1,"The trick is to focus narrowly on the bonds among guys who have been through hell together and will stick together unto death, without bothering with their attitudes toward the cause for which they are fighting",VERB,19
12489,12489,2777,1,MOSCOW APPEARS unwilling to miss a deadline for its pullout from Afghanistan,VERB,4
24886,24886,972,1,"Sunbelt, which had$ 2.3 billion in assets, rolled up a$ 1.2 billion net loss in its fiscal fourth quarter, ended March 31, that accounted for half the$ 2.4 billion loss in regulatory capital incurred by the nation's federally insured thrifts during that period",VERB,7
1771,1771,652,1,Is there any chance that the spirit of a united Europe can be planted beyond the Oder- Neisse Line,VERB,13
32302,32302,1660,1,"The new jobs may pay less, but they will also be less likely to evaporate all at once",VERB,14
6740,6740,2257,1,"Not only is this false, Mr. Bilzerian's suit complains, but the league wouldn't play by his rules",VERB,13
24716,24716,802,1,"But others -- including Pennsylvania's two senators, Republicans Arlen Specter and John Heinz, Rep. Joseph McDade -LRB- R., Pa. -RRB- and Rep. John Murtha -LRB- D., Pa. -RRB- -- stepped in",VERB,29
18891,18891,2078,1,"Wynfred Joshua of the Defense Intelligence Agency says that if the U.S. doesn't seize the opportunity to engage the Iranians, the Soviet Union will fill the void",VERB,24
7695,7695,3585,1,"Over- the- counter stocks, stuck in doldrums lately, managed a second consecutive advance yesterday as trading desks came to life for one of the few times this month",VERB,4
5782,5782,1299,1,But what sticks in the mind of most corporate finance officials at the end of a hair- raising final quarter isn't the complex financing structures,VERB,2
5126,5126,643,1,"Major retailers have become very good at playing competing manufacturers against one another to obtain free display fixtures, cooperative advertising, extended payment terms and other concessions, as well as price discounts, he said",VERB,7
36128,36128,2122,1,"International Business Machines Corp. will announce tomorrow a slew of telecommunications products that will smooth over some of the problems with large computer networks, industry sources said",VERB,14
8614,8614,2259,1,"Since the spots ran last year, there have been a flood of requests for the "" room where Tom Bodett slept.'",VERB,20
10638,10638,553,1,"As Amsterdam flourished, once powerful Antwerp declined under Spanish rule, though this isn't readily evident from the colorful oil sketches prepared by Rubens for the grand triumphal arches welcoming a new Catholic governor- general in 1635",VERB,2
6191,6191,1708,1,"Mr. Davis openly has a bone to pick with urban renewal, but this hardly seems a prejudice on his part: Urban renewal did in fact come into Fulton and systematically destroyed the old neighborhood, and there wasn't anything subtle about it",VERB,30
9590,9590,2116,1,"A sales representative, who is trying out as an announcer, first talks too slowly, then stumbles when asked to speed up",VERB,15
18105,18105,1292,1,""" There is a weak- minded view that competitors have a moral obligation to step back "" and allow an official sponsor to reap all the benefits from a special event, says Jerry Welsh, former vice president for marketing at E.F. Hutton Group Inc., who claims to have coined the phrase "" ambush marketing.'",VERB,14
35716,35716,1710,1,"The Peloponnesian War, that devastating conflict between Sparta and Athens that broke out in 431 B.C. and dragged on until 404 B.C., has long been regarded as the turning point in the career of the Athenian experiment in democracy",VERB,17
36447,36447,2441,1,"In that first expedition and in a follow- up a year later, he and his scientific crew shot thousands of still photos and made hours of videotape of the Titanic's final resting place",VERB,16
33266,33266,2997,1,"Robert K. Heady, publisher of Bank Rate Monitor, a North Palm Beach, Fla., interest rate newsletter, said banks "" didn't jump through hoops to raise savings yields 24 hours after absorbing the news of the Federal discount rate.'",VERB,30
22465,22465,2288,1,"As a consequence, many migrants in the Midwest are sleeping in emergency shelters or tents",VERB,9
9833,9833,3105,1,"This version stated that "" the other two men in the plane died, probably before Lt. Bush touched the water.'",VERB,17
28058,28058,780,1,"A synthetic version, prepared by means of recombinant DNA, is to be given in an intravenous infusion in the hope that flooding the body with false targets would mop up virus particles and prevent them from infecting cells of the body",VERB,21
21105,21105,928,1,""" If we return from the International Coffee Organization meetings in London at the end of September and it still hasn't rained, then it would be a consideration, "" he said",VERB,21
21766,21766,1589,1,"After a power failure knocked out the elevators, he climbed up and down all those flights at mealtimes",VERB,4
16128,16128,3052,1,""" Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere, "" says Dara Demmings, an Interfaith Center executive, who says the company is dragging its feet",VERB,32
