,label,expression,dataset,position,id,context,text
1548,1,targeting,TroFi_ORIGSPLIT,[179 188],TroFi.o.3585,"In its drive for more minority students , Stanford joined forces with UCLA , the University of California at Berkeley and the University of Southern California to sponsor a forum targeting blacks and Hispanics ; about 200 prospective students attended the event .","In its drive for more minority students , Stanford joined forces with UCLA , the University of California at Berkeley and the University of Southern California to sponsor a forum [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting"
270,1,struck,TroFi_ORIGSPLIT,[60 66],TroFi.o.3345,"His selection now evokes memories of the Boston-Austin axis struck when Mr. Dukakis 's political hero , John Kennedy , picked Sen. Lyndon Johnson as his running mate in 1960 .",His selection now evokes memories of the Boston-Austin axis [PET_BOUNDARY]struck[PET_BOUNDARY]struck
627,1,fly,TroFi_ORIGSPLIT,[172 175],TroFi.o.1634,"Back in the early 1970s , when Mr. Trudeau created `` Doonesbury , '' he was able to invent quirky countercultural characters that allowed his delicately accurate barbs to fly in all directions .","Back in the early 1970s , when Mr. Trudeau created `` Doonesbury , '' he was able to invent quirky countercultural characters that allowed his delicately accurate barbs to [PET_BOUNDARY]fly[PET_BOUNDARY]fly"
741,1,sticks,TroFi_ORIGSPLIT,[ 9 15],TroFi.o.3244,But what sticks in the mind of most corporate finance officials at the end of a hair-raising final quarter is n't the complex financing structures .,But what [PET_BOUNDARY]sticks[PET_BOUNDARY]sticks
735,1,withered,TroFi_ORIGSPLIT,[68 76],TroFi.o.3712,"But the ANC has grown , and black supremacist breakaway groups have withered .","But the ANC has grown , and black supremacist breakaway groups have [PET_BOUNDARY]withered[PET_BOUNDARY]withered"
601,1,touch,TroFi_ORIGSPLIT,[33 38],TroFi.o.3633,"`` People are a little afraid to touch steels because they 've been up so much lately , '' said one dealer .",`` People are a little afraid to [PET_BOUNDARY]touch[PET_BOUNDARY]touch
1174,1,stuck,TroFi_ORIGSPLIT,[30 35],TroFi.o.3400,"But until now the cabinet has stuck to what could be called the East German approach to state medicine: Advisers speak of better management , not of free enterprise .",But until now the cabinet has [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck
1256,1,dissolve,TroFi_ORIGSPLIT,[59 67],TroFi.o.592,"Carl C. Icahn , Texaco Inc. 's major shareholder , sued to dissolve the company 's agreement with Pennzoil Co. that bars Pennzoil from supporting his reorganization plan for Texaco .","Carl C. Icahn , Texaco Inc. 's major shareholder , sued to [PET_BOUNDARY]dissolve[PET_BOUNDARY]dissolve"
639,1,pumping,TroFi_ORIGSPLIT,[23 30],TroFi.o.2630,He says he has been `` pumping up the volume '' on his staff .,He says he has been `` [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping
1643,1,lends,TroFi_ORIGSPLIT,[60 65],TroFi.o.2128,"But the report , published in today 's edition of Science , lends credence to a body of opinion that HIV-2 in some cases may not ravage T-4 cells -- immune sentries of the bloodstream -- as much as it harms cells of the brain or bowel , said Dr. Levy in an interview .","But the report , published in today 's edition of Science , [PET_BOUNDARY]lends[PET_BOUNDARY]lends"
1435,1,flying,TroFi_ORIGSPLIT,[269 275],TroFi.o.1667,"Already , he has changed the French political landscape in a way that may be more long-lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's flying apart .","Already , he has changed the French political landscape in a way that may be more long-lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's [PET_BOUNDARY]flying[PET_BOUNDARY]flying"
417,1,assaulting,TroFi_ORIGSPLIT,[56 66],TroFi.o.106,The bill admits that the key to winning the drug war is assaulting the demand side .,The bill admits that the key to winning the drug war is [PET_BOUNDARY]assaulting[PET_BOUNDARY]assaulting
1378,1,fix,TroFi_ORIGSPLIT,[39 42],TroFi.o.1305,It also vindicates Pratt 's efforts to fix problems in customer service that contributed to its loss of dominance in the commercial jet engine field to General Electric Co .,It also vindicates Pratt 's efforts to [PET_BOUNDARY]fix[PET_BOUNDARY]fix
916,1,attacked,TroFi_ORIGSPLIT,[15 23],TroFi.o.167,"His psyche was attacked first by New York Mets pitcher David Cone , who in print called his curveball `` high school , '' and then by A 's vet Don Baylor , who called him a `` choker , '' the ultimate ball-player insult .",His psyche was [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked
1093,1,flooded,TroFi_ORIGSPLIT,[103 110],TroFi.o.1425,"Ronald Simmons , the board 's president , said the meeting was scheduled because the board has been `` flooded with phone calls '' for several weeks about rumors of a sweeping IBM cut of the Boca Raton work force .","Ronald Simmons , the board 's president , said the meeting was scheduled because the board has been `` [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded"
953,1,sticking,TroFi_ORIGSPLIT,[173 181],TroFi.o.3228,"Ford , Chrysler and GM are responding with strategies of their own , and all essentially incorporate the same truth: A lot of headaches can be prevented by planning ahead , sticking to decisions and working as a team .","Ford , Chrysler and GM are responding with strategies of their own , and all essentially incorporate the same truth: A lot of headaches can be prevented by planning ahead , [PET_BOUNDARY]sticking[PET_BOUNDARY]sticking"
486,1,poured,TroFi_ORIGSPLIT,[31 37],TroFi.o.2536,"More than $ 5 million is being poured into this year 's campaign , political insiders estimate , making it a hugely expensive municipal debate .",More than $ 5 million is being [PET_BOUNDARY]poured[PET_BOUNDARY]poured
308,1,missed,TroFi_ORIGSPLIT,[12 18],TroFi.o.2286,"The biggest missed opportunity , however , may have come last autumn , when the notion of naming former Gov. Alexander to the Dole ticket was first broached .",The biggest [PET_BOUNDARY]missed[PET_BOUNDARY]missed
1817,1,examine,TroFi_ORIGSPLIT,[40 47],TroFi.o.1101,"`` I 'd like the campaign to critically examine how the candidate spends his time , '' says Richard Wiener , the Michigan Democratic chairman .",`` I 'd like the campaign to critically [PET_BOUNDARY]examine[PET_BOUNDARY]examine
129,1,attack,TroFi_ORIGSPLIT,[29 35],TroFi.o.153,"While proposing such cuts to attack the current deficit , Mr. Jackson is vague on how the expensive new social programs he proposes would pay for themselves .",While proposing such cuts to [PET_BOUNDARY]attack[PET_BOUNDARY]attack
1000,1,fix,TroFi_ORIGSPLIT,[248 251],TroFi.o.1304,"Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping fix ailing firms .","Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
1339,1,stumble,TroFi_ORIGSPLIT,[44 51],TroFi.o.3456,"`` Our view is that the economy is going to stumble and stagger through 1988 , '' he said , `` and then we think the best bet is that we 'll slip into a recession in 1989 . ''/''",`` Our view is that the economy is going to [PET_BOUNDARY]stumble[PET_BOUNDARY]stumble
859,1,kill,TroFi_ORIGSPLIT,[144 148],TroFi.o.1860,"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign-policy achievement of the Democratic Party in 1988 .","Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to [PET_BOUNDARY]kill[PET_BOUNDARY]kill"
1958,1,stick,TroFi_ORIGSPLIT,[11 16],TroFi.o.3198,"He did n't stick around to explain why , but the Soviet vaulters later complained of tricky winds , and Bubka blamed them for his passing on the 20-foot barrier .",He did n't [PET_BOUNDARY]stick[PET_BOUNDARY]stick
596,1,pours,TroFi_ORIGSPLIT,[3 8],TroFi.o.2577,It pours toilet paper in parts of Michigan .,It [PET_BOUNDARY]pours[PET_BOUNDARY]pours
444,1,besieged,TroFi_ORIGSPLIT,[11 19],TroFi.o.254,"A Congress besieged by special interests passed Smoot-Hawley , and a Republican President too sensitive to business interests signed it .",A Congress [PET_BOUNDARY]besieged[PET_BOUNDARY]besieged
1626,1,attacked,TroFi_ORIGSPLIT,[29 37],TroFi.o.211,`` Otherwise we will also be attacked . ''/'',`` Otherwise we will also be [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked
1703,1,stumbled,TroFi_ORIGSPLIT,[56 64],TroFi.o.3482,"Mr. Dukakis is generally cast in that role , but he has stumbled badly twice in a row -- in Illinois and now in Michigan .","Mr. Dukakis is generally cast in that role , but he has [PET_BOUNDARY]stumbled[PET_BOUNDARY]stumbled"
1761,1,filled,TroFi_ORIGSPLIT,[81 87],TroFi.o.1221,"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white-dominated government was losing its grip .","In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen [PET_BOUNDARY]filled[PET_BOUNDARY]filled"
134,1,stepped,TroFi_ORIGSPLIT,[45 52],TroFi.o.3126,"In the Reagan years , the federal government stepped aside , cutting aid to state and local government by a third -LRB- after inflation -RRB- , pushing deregulation and halting creation of new domestic programs .","In the Reagan years , the federal government [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped"
1091,1,raining,TroFi_ORIGSPLIT,[102 109],TroFi.o.2693,The recent Iraqi chemical attack on civilians in the town of Halabja combined with the Iraqi missiles raining on Iranian cities have left Tehranis petrified about possible Iraqi chemical attacks on Tehran .,The recent Iraqi chemical attack on civilians in the town of Halabja combined with the Iraqi missiles [PET_BOUNDARY]raining[PET_BOUNDARY]raining
1326,1,knock,TroFi_ORIGSPLIT,[91 96],TroFi.o.1983,Grand Metropolitan PLC 's sharply higher offer for Martell & Cie. represents an attempt to knock Seagram Co. out of the bidding war for the French cognac maker .,Grand Metropolitan PLC 's sharply higher offer for Martell & Cie. represents an attempt to [PET_BOUNDARY]knock[PET_BOUNDARY]knock
1130,1,cool,TroFi_ORIGSPLIT,[33 37],TroFi.o.303,`` The army would n't be able to cool it down or control it .,`` The army would n't be able to [PET_BOUNDARY]cool[PET_BOUNDARY]cool
1466,1,pump,TroFi_ORIGSPLIT,[117 121],TroFi.o.2591,"The addition of the Iraqi Kurds , at least 20 % of whom are Pesh Merga fighting for an independent Kurdistan , could pump new vigor into Turkey 's indigenous Kurdish extremists .","The addition of the Iraqi Kurds , at least 20 % of whom are Pesh Merga fighting for an independent Kurdistan , could [PET_BOUNDARY]pump[PET_BOUNDARY]pump"
1148,1,targeting,TroFi_ORIGSPLIT,[105 114],TroFi.o.3584,"In addition to representing the approximately 1 , 300 wineries in this country , the association also is targeting for membership thousands more wine-grape growers , according to Richard Feeney , the group 's executive director .","In addition to representing the approximately 1 , 300 wineries in this country , the association also is [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting"
566,1,targets,TroFi_ORIGSPLIT,[17 24],TroFi.o.3605,"It more narrowly targets assistance to low-income families by subsidizing day care for families with less than 100 % of a state 's median income , down from 115 % .",It more narrowly [PET_BOUNDARY]targets[PET_BOUNDARY]targets
1700,1,examine,TroFi_ORIGSPLIT,[86 93],TroFi.o.1081,"In Taunton , he called together business , labor , political and education leaders to examine the city 's problems .","In Taunton , he called together business , labor , political and education leaders to [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
1845,1,stepped,TroFi_ORIGSPLIT,[108 115],TroFi.o.3157,"While the answer is n't clear , it is clear that Mr. Cristiani , who has headed Arena since Mr. D'Aubuisson stepped aside for him in 1986 , has altered the tone of its campaigning .","While the answer is n't clear , it is clear that Mr. Cristiani , who has headed Arena since Mr. D'Aubuisson [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped"
1804,1,drag,TroFi_ORIGSPLIT,[31 35],TroFi.o.674,"`` Advertisers are expected to drag their heels a little bit -LRB- now -RRB- , arguing that , hey , there just are n't that many eyeballs out there . ''/''",`` Advertisers are expected to [PET_BOUNDARY]drag[PET_BOUNDARY]drag
1309,1,absorb,TroFi_ORIGSPLIT,[75 81],TroFi.o.29,"Jordan , with a flagging economy and a 4.2 % annual birth-rate , could n't absorb another influx of refugees no matter how sympathetically it viewed their plight .","Jordan , with a flagging economy and a 4.2 % annual birth-rate , could n't [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
1168,1,flooded,TroFi_ORIGSPLIT,[57 64],TroFi.o.1450,"`` If the S & P would 've closed , sell orders would 've flooded New York '' and sent the stock market sharply lower , said one harried trader overlooking the raucous S & P trading pit .","`` If the S & P would 've closed , sell orders would 've [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded"
1078,1,filled,TroFi_ORIGSPLIT,[81 87],TroFi.o.1249,"The generally accepted reason for the softening of TPA sales is that wholesalers filled their distribution pipeline , and hospital usage now is coming out of wholesalers ' stocks of the drug -- not new sales , Ms. Behrens said .",The generally accepted reason for the softening of TPA sales is that wholesalers [PET_BOUNDARY]filled[PET_BOUNDARY]filled
885,1,melt,TroFi_ORIGSPLIT,[143 147],TroFi.o.2174,"Unself-consciously , the littlest cast member with the big voice steps into the audience in one number to open her wide cat-eyes and throat to melt the heart of one lucky patron each night .","Unself-consciously , the littlest cast member with the big voice steps into the audience in one number to open her wide cat-eyes and throat to [PET_BOUNDARY]melt[PET_BOUNDARY]melt"
18,1,pouring,TroFi_ORIGSPLIT,[21 28],TroFi.o.2553,Mr. Icahn is already pouring money into his effort to fight Texaco 's plan .,Mr. Icahn is already [PET_BOUNDARY]pouring[PET_BOUNDARY]pouring
776,1,planted,TroFi_ORIGSPLIT,[261 268],TroFi.o.2412,"`` Certainly the place where Chambers wrote ' Witness ' and where the 'pumpkin papers ' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements , '' said Tony Dolan , a Reagan speechwriter who planted the idea of the historical designation with Mr. Hodel .","`` Certainly the place where Chambers wrote ' Witness ' and where the 'pumpkin papers ' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements , '' said Tony Dolan , a Reagan speechwriter who [PET_BOUNDARY]planted[PET_BOUNDARY]planted"
962,1,knocked,TroFi_ORIGSPLIT,[68 75],TroFi.o.2022,"The low point was around 1978-1982 , when the bases could have been knocked out quite easily .","The low point was around 1978-1982 , when the bases could have been [PET_BOUNDARY]knocked[PET_BOUNDARY]knocked"
1742,1,roll,TroFi_ORIGSPLIT,[103 107],TroFi.o.2845,"But this is not to say that old expansions , even ones as sluggish and recession-ridden as this , will roll along indefinitely .","But this is not to say that old expansions , even ones as sluggish and recession-ridden as this , will [PET_BOUNDARY]roll[PET_BOUNDARY]roll"
572,1,melted,TroFi_ORIGSPLIT,[254 260],TroFi.o.2187,"On one occasion , intelligence sources say , a rebel band took its Stingers to the Soviet air base at Qandahar , set up shop not far from the end of the runway , blasted a few Soviet planes as they tried to take off laden with fuel and ammunition , then melted into the hills .","On one occasion , intelligence sources say , a rebel band took its Stingers to the Soviet air base at Qandahar , set up shop not far from the end of the runway , blasted a few Soviet planes as they tried to take off laden with fuel and ammunition , then [PET_BOUNDARY]melted[PET_BOUNDARY]melted"
1240,1,flooded,TroFi_ORIGSPLIT,[40 47],TroFi.o.1433,The U.S. Patent and Trademark Office is flooded with them .,The U.S. Patent and Trademark Office is [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded
1597,1,flooding,TroFi_ORIGSPLIT,[42 50],TroFi.o.1455,"Designers there have n't any intention of flooding the U.S. with Siberia-made , scratchy woolen socks or a line of apres-bowling wear .",Designers there have n't any intention of [PET_BOUNDARY]flooding[PET_BOUNDARY]flooding
714,1,stepped,TroFi_ORIGSPLIT,[19 26],TroFi.o.3131,Mr. Brown recently stepped down as president of the University of South Florida .,Mr. Brown recently [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped
1962,1,struck,TroFi_ORIGSPLIT,[20 26],TroFi.o.3362,"One is particularly struck by the austere but strongly felt eroticism of many of these works , and by the extraordinary poetry with which Poussin imbues the timeless themes of love and death .",One is particularly [PET_BOUNDARY]struck[PET_BOUNDARY]struck
1794,1,dragging,TroFi_ORIGSPLIT,[191 199],TroFi.o.730,"`` Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere , '' says Dara Demmings , an Interfaith Center executive , who says the company is dragging its feet .","`` Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere , '' says Dara Demmings , an Interfaith Center executive , who says the company is [PET_BOUNDARY]dragging[PET_BOUNDARY]dragging"
13,1,destroyed,TroFi_ORIGSPLIT,[127 136],TroFi.o.458,"Astrotech went into a deep tailspin two years ago , officials say , with the explosion of the Space Shuttle Challenger , which destroyed hopes of near-term commercial space travel .","Astrotech went into a deep tailspin two years ago , officials say , with the explosion of the Space Shuttle Challenger , which [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed"
556,1,flow,TroFi_ORIGSPLIT,[85 89],TroFi.o.1539,"From the answer to the Vietnam issue , should it ever be conclusively decided , will flow the prevailing view of America 's world role .","From the answer to the Vietnam issue , should it ever be conclusively decided , will [PET_BOUNDARY]flow[PET_BOUNDARY]flow"
1071,1,fix,TroFi_ORIGSPLIT,[5 8],TroFi.o.1323,"`` I fix it too many times already , '' he says , adding that he is waiting for a formal treaty .",`` I [PET_BOUNDARY]fix[PET_BOUNDARY]fix
1530,1,targeting,TroFi_ORIGSPLIT,[142 151],TroFi.o.3600,"While this is clearly incompatible with the Fez plan , the Algiers resolutions merely criticized the U.S. policy for its Israeli bias without targeting the Shultz plan specifically .","While this is clearly incompatible with the Fez plan , the Algiers resolutions merely criticized the U.S. policy for its Israeli bias without [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting"
1702,1,wither,TroFi_ORIGSPLIT,[69 75],TroFi.o.3703,"Like many recent LBOs gone public , however , Days Inns had begun to wither even before the market crash , as investor interest in small issues began to wane .","Like many recent LBOs gone public , however , Days Inns had begun to [PET_BOUNDARY]wither[PET_BOUNDARY]wither"
1165,1,stuck,TroFi_ORIGSPLIT,[115 120],TroFi.o.3429,Unless Medicare wants to come up with the resources to fund competent inspection it looks as if we are going to be stuck with the work of the hacks currently doing the job .,Unless Medicare wants to come up with the resources to fund competent inspection it looks as if we are going to be [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck
1913,1,step,TroFi_ORIGSPLIT,[30 34],TroFi.o.3088,The Democratic contender will step up attacks on Bush 's proposal to cut capital-gains taxes .,The Democratic contender will [PET_BOUNDARY]step[PET_BOUNDARY]step
1956,1,riding,TroFi_ORIGSPLIT,[109 115],TroFi.o.2798,"Heating-oil futures , currently experiencing little demand because of a strike in New York harbor , had been riding high early in the heating season .","Heating-oil futures , currently experiencing little demand because of a strike in New York harbor , had been [PET_BOUNDARY]riding[PET_BOUNDARY]riding"
767,1,flourished,TroFi_ORIGSPLIT,[159 169],TroFi.o.1511,"The thesis already has been broadly bruited -- that over the past five centuries the great empires -LRB- Spanish , Dutch , French , British -RRB- have risen , flourished and won their wars because their effective military power was backed by a superior economic force .","The thesis already has been broadly bruited -- that over the past five centuries the great empires -LRB- Spanish , Dutch , French , British -RRB- have risen , [PET_BOUNDARY]flourished[PET_BOUNDARY]flourished"
1822,1,absorbing,TroFi_ORIGSPLIT,[ 92 101],TroFi.o.84,"He added: `` There is so much space out there that people are making deals at good prices , absorbing space .","He added: `` There is so much space out there that people are making deals at good prices , [PET_BOUNDARY]absorbing[PET_BOUNDARY]absorbing"
2,1,absorb,TroFi_ORIGSPLIT,[126 132],TroFi.o.34,Mr._Ennis said he believes Rockwood got into financial difficulty because its expansion efforts `` outstripped its ability to absorb those activities . ''/'',Mr._Ennis said he believes Rockwood got into financial difficulty because its expansion efforts `` outstripped its ability to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb
502,1,rolling,TroFi_ORIGSPLIT,[142 149],TroFi.o.2925,"Wayne Prospect , a Long Island legislator who favored a public takeover , said , `` We had a choice of either accepting economic blackmail or rolling the dice on Shoreham . ''/''","Wayne Prospect , a Long Island legislator who favored a public takeover , said , `` We had a choice of either accepting economic blackmail or [PET_BOUNDARY]rolling[PET_BOUNDARY]rolling"
1267,1,knocked,TroFi_ORIGSPLIT,[ 3 10],TroFi.o.2016,It knocked out electricity and communication services .,It [PET_BOUNDARY]knocked[PET_BOUNDARY]knocked
1075,1,absorbing,TroFi_ORIGSPLIT,[67 76],TroFi.o.85,"Meanwhile , Democratic nominee Michael_Dukakis -- after a month of absorbing Republican blows on his patriotism and being portrayed as a big taxer -- tried to gain the offensive with an old Democratic chestnut: the Republicans are going to take away your Social Security .","Meanwhile , Democratic nominee Michael_Dukakis -- after a month of [PET_BOUNDARY]absorbing[PET_BOUNDARY]absorbing"
1629,1,roll,TroFi_ORIGSPLIT,[17 21],TroFi.o.2882,`` I 'm going to roll up my sleeves and make this work . ''/'',`` I 'm going to [PET_BOUNDARY]roll[PET_BOUNDARY]roll
535,1,filling,TroFi_ORIGSPLIT,[ 6 13],TroFi.o.1280,"While filling movie houses and exciting donors are both honorable tasks , the facts do n't support the histrionics .",While [PET_BOUNDARY]filling[PET_BOUNDARY]filling
1623,1,stepped,TroFi_ORIGSPLIT,[20 27],TroFi.o.3145,"The KGB , he says , stepped in on his behalf , but all it could offer was an apartment , where he now lives , in a defense ministry complex .","The KGB , he says , [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped"
30,1,wither,TroFi_ORIGSPLIT,[91 97],TroFi.o.3707,"Their primary concern is that the latest campaign , like many others before it , will soon wither away , leaving the gangs firmly in control and more contemptuous of the law than ever .","Their primary concern is that the latest campaign , like many others before it , will soon [PET_BOUNDARY]wither[PET_BOUNDARY]wither"
1797,1,missed,TroFi_ORIGSPLIT,[152 158],TroFi.o.2295,"Your analysis of our problems with Congress is excellently presented in your April 18 editorial `` The U.S. House of Lords '' but , in my opinion , you missed the obvious solution -- a limit on the amount of time that a congressman or a senator can serve .","Your analysis of our problems with Congress is excellently presented in your April 18 editorial `` The U.S. House of Lords '' but , in my opinion , you [PET_BOUNDARY]missed[PET_BOUNDARY]missed"
1120,1,examined,TroFi_ORIGSPLIT,[18 26],TroFi.o.1126,"The study , which examined 50 people who were wearing lap belts during auto accidents , concluded that 32 would have `` fared substantially better if they had been wearing a lap-shoulder belt . ''/''","The study , which [PET_BOUNDARY]examined[PET_BOUNDARY]examined"
185,1,pumping,TroFi_ORIGSPLIT,[32 39],TroFi.o.2623,"But as long as Washington keeps pumping in those subsidies , the situation will remain stabilized , even improving a bit .",But as long as Washington keeps [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping
1120,1,stumbled,TroFi_ORIGSPLIT,[20 28],TroFi.o.3467,"Colgate Venture has stumbled , too .",Colgate Venture has [PET_BOUNDARY]stumbled[PET_BOUNDARY]stumbled
50,1,strike,TroFi_ORIGSPLIT,[47 53],TroFi.o.3265,"If Intelsat Director General Dean Burch ca n't strike a deal with Ford Aerospace and its major partners , Alcatel Espace of France and Mitsubishi Electric Co. of Japan , he will negotiate with a French aerospace company , Matra , an Intelsat spokesman said .",If Intelsat Director General Dean Burch ca n't [PET_BOUNDARY]strike[PET_BOUNDARY]strike
265,1,eat,TroFi_ORIGSPLIT,[22 25],TroFi.o.862,The commissions would eat up my profits . ''/'',The commissions would [PET_BOUNDARY]eat[PET_BOUNDARY]eat
238,1,flooded,TroFi_ORIGSPLIT,[45 52],TroFi.o.1437,"The department 's Commodity Credit Corp. has flooded the market with corn `` to contain the damage to the livestock sector from rising prices or a shortage of feed , '' said Ewen Wilson , assistant agriculture secretary for economics .",The department 's Commodity Credit Corp. has [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded
233,1,absorbs,TroFi_ORIGSPLIT,[139 146],TroFi.o.91,"It is the growth of the Hidden Economy -- these millions of small , private businesses -- that cushions the shock of a crashing Dow , that absorbs the workers cut loose by big firms when they restructure and that created most of those 17 million jobs .","It is the growth of the Hidden Economy -- these millions of small , private businesses -- that cushions the shock of a crashing Dow , that [PET_BOUNDARY]absorbs[PET_BOUNDARY]absorbs"
373,1,stuck,TroFi_ORIGSPLIT,[18 23],TroFi.o.3423,The FDIC chairman stuck by his stance that it is too soon to estimate the likely costs of a First RepublicBank solution .,The FDIC chairman [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck
696,1,flying,TroFi_ORIGSPLIT,[86 92],TroFi.o.1689,Parker was a musical pointillist who turned melodies into dots of sound and sent them flying like machine gun fire .,Parker was a musical pointillist who turned melodies into dots of sound and sent them [PET_BOUNDARY]flying[PET_BOUNDARY]flying
455,1,besieged,TroFi_ORIGSPLIT,[18 26],TroFi.o.265,The park has been besieged for nearly three months by dry weather and fires that have charred more than half its 2.2 million acres .,The park has been [PET_BOUNDARY]besieged[PET_BOUNDARY]besieged
217,1,stuck,TroFi_ORIGSPLIT,[26 31],TroFi.o.3415,"Over-the-counter stocks , stuck in doldrums lately , managed a second consecutive advance yesterday as trading desks came to life for one of the few times this month .","Over-the-counter stocks , [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck"
1685,1,attacked,TroFi_ORIGSPLIT,[80 88],TroFi.o.209,"Without the boost in the capital-gains rate , congressional liberals would have attacked the tax reform plan for leaning too far in favor of the rich .","Without the boost in the capital-gains rate , congressional liberals would have [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked"
1319,1,kill,TroFi_ORIGSPLIT,[31 35],TroFi.o.1857,Gov. Roemer 's first effort to kill 125 panels outright died in the legislature earlier this year .,Gov. Roemer 's first effort to [PET_BOUNDARY]kill[PET_BOUNDARY]kill
1607,1,flooded,TroFi_ORIGSPLIT,[117 124],TroFi.o.1421,"Now its 12 , 000 acres of manmade hills , soaring granite towers and glistening plazas linked by Venetian canals are flooded with almost a billion dollars in debt .","Now its 12 , 000 acres of manmade hills , soaring granite towers and glistening plazas linked by Venetian canals are [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded"
4,1,stepped,TroFi_ORIGSPLIT,[19 26],TroFi.o.3128,Israel 's army has stepped up training for poison-gas attacks ; troops now carry antidotes and gas masks that can be fitted with prescription lenses .,Israel 's army has [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped
1712,1,cool,TroFi_ORIGSPLIT,[110 114],TroFi.o.292,The Federal Reserve has shown its alarm over wage inflation by nudging interest rates higher in an attempt to cool economic growth .,The Federal Reserve has shown its alarm over wage inflation by nudging interest rates higher in an attempt to [PET_BOUNDARY]cool[PET_BOUNDARY]cool
1609,1,pumping,TroFi_ORIGSPLIT,[78 85],TroFi.o.2644,"Roger Ailes , the man who will guide George Bush 's heavy media campaign , is pumping up his anger like a lineman preparing to crush the opposing quarterback .","Roger Ailes , the man who will guide George Bush 's heavy media campaign , is [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping"
97,1,wither,TroFi_ORIGSPLIT,[107 113],TroFi.o.3706,"That means just patching their patches , like some farmer making do with a secondhand tractor , until they wither away .","That means just patching their patches , like some farmer making do with a secondhand tractor , until they [PET_BOUNDARY]wither[PET_BOUNDARY]wither"
1408,1,kicking,TroFi_ORIGSPLIT,[52 59],TroFi.o.1840,"`` I do n't want to give the impression that we are kicking Anheuser off the cliff , '' Miller 's Mr. Goldstein says .",`` I do n't want to give the impression that we are [PET_BOUNDARY]kicking[PET_BOUNDARY]kicking
1339,1,dragged,TroFi_ORIGSPLIT,[48 55],TroFi.o.683,"And because of a writers ' strike that has just dragged into its 15th week , there have been few movie and television deals to cut .",And because of a writers ' strike that has just [PET_BOUNDARY]dragged[PET_BOUNDARY]dragged
870,1,smoothed,TroFi_ORIGSPLIT,[41 49],TroFi.o.3045,"Though all the rough spots have n't been smoothed yet , the city 's already had sufficient success to serve as a model for Liverpool , Newcastle and those other northerners rich in little but the past .",Though all the rough spots have n't been [PET_BOUNDARY]smoothed[PET_BOUNDARY]smoothed
620,1,examine,TroFi_ORIGSPLIT,[60 67],TroFi.o.1059,"Before buying into such a clone , it would be worthwhile to examine the current track record of the fund being cloned .","Before buying into such a clone , it would be worthwhile to [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
