,Unnamed: 0,text,label
2096,8069,there is not an ounce of honesty in the entire production .,0
2117,9733,an impenetrable and insufferable ball of pseudo-philosophic twaddle .,0
1611,7911,"if somebody was bored and . . . decided to make a dull , pretentious version of jesus' son , they'd come up with something like bart freundlich's world traveler .",0
1154,5645,"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0
1395,8214,"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care .",0
2041,6840,"the script kicks in , and mr . hartley's distended pace and foot-dragging rhythms follow .",0
1110,10642,"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .",0
1442,6658,this dubious product of a college-spawned ( colgate u . ) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .,0
1839,9384,"purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",0
2055,10066,"sheridan seems terrified of the book's irreverent energy , and scotches most of its élan , humor , bile , and irony .",0
1747,8912,one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,0
1896,8358,"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes .",0
1252,7615,"sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution .",0
1210,10212,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,0
1767,6638,by turns numbingly dull-witted and disquietingly creepy .,0
1933,9217,chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .,0
1430,9134,a little more intensity and a little less charm would have saved this film a world of hurt .,0
1764,7003,"on the bright side , it contains jesse ventura's best work since the xfl .",0
1374,5387,"though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",0
1871,8685,"an inexperienced director , mehta has much to learn .",0
1548,7515,"if the title is a jeopardy question , then the answer might be "" how does steven seagal come across these days ? "" or maybe "" how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ?",0
1386,6684,even the hastily and amateurishly drawn animation cannot engage .,0
2109,6400,"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .",0
1770,8301,there aren't many laughs in this interesting study of the cultural mores of georgian jews in tel aviv .,0
1474,6536,uzumaki's interesting social parallel and defiant aesthetic seems a prostituted muse . . .,0
1463,5605,"silly , loud and goofy .",0
1693,7703,"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",0
1773,8938,[t]he film is never sure to make a clear point  even if it seeks to rely on an ambiguous presentation .,0
1408,7416,"it's got its heart in the right place , but it also wilts after awhile .",0
1597,9836,"if there was ever a movie where the upbeat ending feels like a copout , this is the one .",0
1869,8544,i'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment . there's got to be a more graceful way of portraying the devastation of this disease .,0
1993,8718,"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0
1209,8700,"initially gripping , eventually cloying pow drama .",0
1722,9067,"told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",0
1443,9867,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .",0
1825,8357,"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0
1339,8075,if i spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public .,0
1831,6721,"too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley's least accessible screed yet .",0
1757,6776,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,0
1851,6827,"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that's critic-proof , simply because it aims so low .",0
1302,10278,"while hoffman's performance is great , the subject matter goes nowhere .",0
1798,9651,mildly amusing .,0
2071,6184,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .",0
2034,5880,"eventually arrives at its heart , as simple self-reflection meditation .",0
1830,10439,"the work of an exhausted , desiccated talent who can't get out of his own way .",0
1576,10464,"talkiness isn't necessarily bad , but the dialogue frequently misses the mark .",0
1778,7864,what kids will discover is a new collectible . what parents will suspect is that they're watching a 76-minute commercial .,0
2037,10314,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",0
1431,9085,"carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , 'if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '",0
1559,10112,"an empty , purposeless exercise .",0
2088,9084,"the problems of the people in love in the time of money are hardly specific to their era . they just have problems , which are neither original nor are presented in convincing way .",0
1334,9131,"the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it's begun to split up so that it can do even more damage .",0
1148,9959,lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago .,0
1354,7656,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,0
2119,7202,a wildly inconsistent emotional experience .,0
1657,9058,"shows that jackie chan is getting older , and that's something i would rather live in denial about",0
1269,5389,"a static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",0
1404,8507,excruciatingly unfunny and pitifully unromantic .,0
1728,5887,"however stale the material , lawrence's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",0
2059,8568,there is simply not enough of interest onscreen to sustain its seventy-minute running time .,0
1828,9530,"the problem , amazingly enough , is the screenplay .",0
2189,5840,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .",0
1777,6505,the whole film has this sneaky feel to it  as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .,0
1371,7569,"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",0
1946,6414,don't even bother to rent this on video .,0
1974,9894,"a loud , brash and mainly unfunny high school comedy .",0
1429,9953,visually sumptuous but intellectually stultifying .,0
1255,8255,a bigger holiday downer than your end-of-year 401 ( k ) statement .,0
1633,6647,this is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,0
1221,8238,"it's all very cute , though not terribly funny if you're more than six years old .",0
2061,10378,"this is very much of a mixed bag , with enough negatives to outweigh the positives .",0
1625,9428,seagal is painfully foolish in trying to hold onto what's left of his passe' chopsocky glory .,0
1188,10587,. . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes .,0
1943,8346,"a mild , reluctant , thumbs down .",0
2038,9890,it's crap on a leash--far too polite to scale the lunatic heights of joe dante's similarly styled gremlins .,0
1638,7234,. . . a boring parade of talking heads and technical gibberish that will do little to advance the linux cause .,0
1810,9158,"even if it made its original release date last fall , it would've reeked of a been-there , done-that sameness .",0
1750,10631,director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,0
1388,6950,chokes on its own depiction of upper-crust decorum .,0
1967,6059,"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .",0
1742,9539,"the film is grossly contradictory in conveying its social message , if indeed there is one .",0
1162,5536,the film favors the scientific over the spectacular ( visually speaking ) .,0
1310,6169,drowning's too good for this sucker .,0
1877,6881,"full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny",0
1292,10495,"it's really just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .",0
1405,7525,"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0
1683,9026,"just about everyone involved here seems to be coasting . there are a few modest laughs , but certainly no thrills .",0
1938,9277,the film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,0
1681,8729,"like the world of his film , hartley created a monster but didn't know how to handle it .",0
1351,6427,too bland and fustily tasteful to be truly prurient .,0
1551,6742,"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid .",0
2083,9633,"most of the information has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",0
2142,8005,"director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you'll find on a french poodle .",0
1814,6667,"you can see where big bad love is trying to go , but it never quite gets there .",0
1859,5639,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0
1547,9921,grant isn't cary and bullock isn't katherine .,0
1441,7406,"in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context .",0
2067,6538,"large budget notwithstanding , the movie is such a blip on the year's radar screen that it's tempting just to go with it for the ride . but this time , the old mib label stands for milder isn't better .",0
1316,5890,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be .,0
2177,5697,wait for it to hit cable .,0
2197,7747,it's a sometimes interesting remake that doesn't compare to the brilliant original .,0
1173,6012,a well-made but emotionally scattered film whose hero gives his heart only to the dog .,0
1689,10114,"haneke's script ( from elfriede jelinek's novel ) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .",0
2076,10263,"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .",0
1950,6129,. . . its stupidities wind up sticking in one's mind a lot more than the cool bits .,0
1731,8060,"a gob of drivel so sickly sweet , even the eager consumers of moore's pasteurized ditties will retch it up like rancid crème brûlée .",0
1254,9902,"ill-considered , unholy hokum .",0
2087,6513,"the impulses that produced this project . . . are commendable , but the results are uneven .",0
1123,7708,"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor .",0
1584,10539,"an "" o bruin , where art thou ? "" -style cross-country adventure . . . it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .",0
1539,5574,"here's my advice , kev . start reading your scripts before signing that dotted line .",0
1845,8453,"loosely speaking , we're in all of me territory again , and , strictly speaking , schneider is no steve martin .",0
1423,10103,"green ruins every single scene he's in , and the film , while it's not completely wreaked , is seriously compromised by that .",0
1220,7060,""" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself , it has no sense of humorit's just plain bored .",0
1881,8385,""" an entire film about researchers quietly reading dusty old letters . """,0
1309,9103,it's almost as if it's an elaborate dare more than a full-blooded film .,0
1735,6378,one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,0
1954,9517,"it's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name .",0
1917,8422,"godard uses his characters -- if that's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .",0
1741,5673,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",0
1829,6327,the movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,0
2169,9587,"a summary of the plot doesn't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",0
1861,9926,"i'm sorry to say that this should seal the deal - arnold is not , nor will he be , back .",0
1902,9689,everything that was right about blade is wrong in its sequel .,0
2021,10379,marinated in clichés and mawkish dialogue .,0
1904,6800,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,0
1827,7830,this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0
1603,5591,"mild , meandering teen flick .",0
1771,8656,will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts . . .,0
1480,9077,de niro cries . you'll cry for your money back .,0
1293,7007,"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .",0
2068,10418,a good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,0
2179,9848,"even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids . . . getting . . . very . . . heavy . . .",0
1911,7434,"for the most part , the ingredients are there . but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck's film from coming together .",0
1227,10156,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",0
1874,10505,"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .",0
1645,8992,represents the depths to which the girls-behaving-badly film has fallen .,0
1412,6504,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .",0
1553,7655,"great story , bad idea for a movie .",0
1636,10113,earnest and tentative even when it aims to shock .,0
2072,6077,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh .",0
1661,6768,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .",0
2121,5938,"while kids will probably eat the whole thing up , most adults will be way ahead of the plot .",0
1329,9074,"adolescents will be adequately served by the movie's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a 'topless tutorial service . '",0
1268,8674,"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable .",0
1370,9930,"enough is not a bad movie , just mediocre . the performances are so overstated , the effect comes off as self-parody .",0
1704,9605,[gayton's script] telegraphs every discovery and layers on the gloss of convenience .,0
1322,5807,"unfortunately , kapur modernizes a . e . w . mason's story to suit the sensibilities of a young american , a decision that plucks "" the four feathers "" bare .",0
1726,9095,"resident evil is what comes from taking john carpenter's ghosts of mars and eliminating the beheadings . in other words , about as bad a film you're likely to see all year .",0
1223,9316,"i've seen some bad singer-turned actors , but lil bow wow takes the cake .",0
1214,6406,apparently reassembled from the cutting-room floor of any given daytime soap .,0
1222,9152,"she's not yet an actress , not quite a singer . . .",0
1698,5790,"a passable romantic comedy , in need of another couple of passes through the word processor .",0
1970,10560,absolutely ( and unintentionally ) terrifying .,0
1835,8668,kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,0
1347,6694,"can't get enough of libidinous young city dwellers ? try this obscenely bad dark comedy , so crass that it makes edward burns' sidewalks of new york look like oscar wilde .",0
1566,7083,"the documentary does little , apart from raising the topic , to further stoke the conversation .",0
1564,8672,"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",0
1318,9758,bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of castro so predominantly charitable it can only be seen as propaganda .,0
2051,9747,meandering and confusing .,0
1649,7845,"a real clunker . a well-made , thoughtful , well-acted clunker , but a clunker nonetheless .",0
1161,8155,"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh .",0
1466,8989,very stupid and annoying .,0
1581,9723,"except for paymer as the boss who ultimately expresses empathy for bartleby's pain , the performances are so stylized as to be drained of human emotion .",0
1855,10357,". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags .",0
1799,7378,"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten . . . make that three minutes .",0
1616,5746,the cumulative effect of the movie is repulsive and depressing .,0
1175,6329,cinematic poo .,0
1301,6609,utter mush . . . conceited pap .,0
2044,9621,the whole thing plays like a tired tyco ad .,0
2026,7068,it has all the excitement of eating oatmeal .,0
2047,7346,"scooby dooby doo / and shaggy too / you both look and sound great . / but daphne , you're too buff / fred thinks he's tough / and velma - wow , you've lost weight !",0
2000,5346,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,0
1878,6398,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",0
1793,8227,"george , hire a real director and good writers for the next installment , please .",0
1392,9025,neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored .,0
1178,9915,an empty shell of an epic rather than the real deal .,0
2126,5381,"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '",0
1147,5727,plotless collection of moronic stunts is by far the worst movie of the year .,0
1484,9708,"in the end , tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",0
2120,8431,"the people in abc africa are treated as docile , mostly wordless ethnographic extras .",0
1555,10310,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",0
1321,10606,its appeal will probably limited to lds church members and undemanding armchair tourists .,0
1834,8831,". . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks .",0
1167,9957,"with a "" spy kids "" sequel opening next week , why bother with a contemptible imitator starring a "" snl "" has-been acting like an 8-year-old channeling roberto benigni ?",0
1806,10480,the master of disguise falls under the category of 'should have been a sketch on saturday night live . ',0
1251,8351,"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks .",0
1890,6338,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little .,0
1598,10436,this thing is virtually unwatchable .,0
1990,6980,the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .,0
2103,6604,it is too bad that this likable movie isn't more accomplished . the actors try hard but come off too amateurish and awkward .,0
1906,9216,"in the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses .",0
1481,6006,"the re- enactments , however fascinating they may be as history , are too crude to serve the work especially well .",0
1708,7429,audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,0
1723,7468,". . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance .",0
2131,8314,a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .,0
1600,8999,formula 51 has dulled your senses faster and deeper than any recreational drug on the market .,0
1549,10339,"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time .",0
1479,5566,the most anti-human big studio picture since 3000 miles to graceland .,0
2086,9849,a bad movie that happened to good actors .,0
1390,5815,laggard drama wending its way to an uninspired philosophical epiphany .,0
1533,6624,"the best drug addition movies are usually depressing but rewarding . quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",0
1472,9841,"this is a picture that maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",0
1435,6891,is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful .,0
1847,8847,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about .,0
2114,9052,"the animation merely serves up a predictable , maudlin story that swipes heavily from bambi and the lion king , yet lacks the emotional resonance of either of those movies .",0
1440,6042,all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling .,0
1126,9331,"it's better suited for the history or biography channel , but there's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",0
1734,5678,"bigelow offers some flashy twists and turns that occasionally fortify this turgid fable . but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",0
1568,9782,the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,0
1476,8378,watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,0
1694,10180,"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",0
1676,8134,"this may be the dumbest , sketchiest movie on record about an aspiring writer's coming-of-age .",0
1346,9888,low comedy doesn't come much lower .,0
1667,10477,this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .,0
1746,6105,the best thing that can be said of the picture is that it does have a few cute moments .,0
1399,7903,"shouldn't have been allowed to use the word "" new "" in its title , because there's not an original character , siuation or joke in the entire movie .",0
1887,10289,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",0
1962,7726,what would jesus do if he was a film director ? he'd create a movie better than this .,0
1758,7313,"skins has a right to yawp , and we have a right to our grains of salt .",0
2002,5844,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement .",0
1982,7718,enduring love but exhausting cinema .,0
2132,8799,"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made .",0
1670,6133,the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,0
1230,8477,"except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .",0
1894,9961,statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .,0
2073,6090,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0
1239,6599,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,0
2040,8420,the dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film . first-timer john mckay is never able to pull it back on course .,0
1128,8389,"while the mystery surrounding the nature of the boat's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",0
1417,9678,passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road .,0
2170,7053,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .",0
1494,6985,"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",0
1165,7265,"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .",0
2175,5472,"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .",0
1120,6569,"poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
1241,8884,a beautifully shot but dull and ankle-deep 'epic . ',0
2105,8633,"sadly , 'garth' hasn't progressed as nicely as 'wayne . '",0
1538,7370,has the feel of an unedited personal journal .,0
1449,8528,"there's nothing exactly wrong here , but there's not nearly enough that's right .",0
1900,6214,"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .",0
1897,7608,"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",0
1599,6805,. . . they missed the boat .,0
1738,9739,"lillard and cardellini earn their scooby snacks , but not anyone else .",0
2155,5698,ultimately feels like just one more in the long line of films this year about the business of making movies .,0
1926,7563,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0
1561,6689,a movie that can't get sufficient distance from leroy's delusions to escape their maudlin influence .,0
2148,8665,". . . no charm , no laughs , no fun , no reason to watch .",0
1931,6930,just an average comedic dateflick but not a waste of time .,0
1337,8512,"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge .",0
1434,9999,"i'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",0
2192,8137,what was subtle and mystifying in the novella is now broad and farcical .,0
1172,7489,"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",0
1823,5562,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '",0
1473,7792,"the fight scenes are fun , but it grows tedious .",0
1444,6191,ends up offering nothing more than the latest schwarzenegger or stallone flick would .,0
2198,6720,". . . one big laugh , three or four mild giggles , and a whole lot of not much else .",0
1768,5636,"it's rare to see a movie that takes such a speedy swan dive from "" promising "" to "" interesting "" to "" familiar "" before landing squarely on "" stupid "" .",0
2094,10331,"woody , what happened ?",0
1372,7040,"a perplexing example of promise unfulfilled , despite many charming moments .",0
1727,10165,i could have used my two hours better watching being john malkovich again .,0
1841,7930,"este é apenas mais um ( longo ) episódio do programa da mtv . a única diferença é que , desta vez , a paramount teve o mau gosto de exibi-lo nos cinemas .",0
1570,9912,it's not too fast and not too slow . it's not too racy and it's not too offensive . it's not too much of anything .,0
2048,6274,"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .",0
2115,10512,"harris is supposed to be the star of the story , but comes across as pretty dull and wooden .",0
2110,5487,"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",0
1695,8644,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .",0
1284,7147,"while the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target .",0
2006,9806,"a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .",0
1456,8710,"there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects .",0
1996,8173,"just like every other seagal movie , only louder and without that silly ponytail .",0
2193,8561,that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout .,0
1998,8961,"a loud , witless mess that has none of the charm and little of the intrigue from the tv series .",0
1544,5924,a fifty car pileup of cliches .,0
1870,6543,a bore that tends to hammer home every one of its points .,0
1571,5407,"too slow for a younger crowd , too shallow for an older one .",0
1380,5352,"on its own , it's not very interesting . as a remake , it's a pale imitation .",0
1552,7476,every good actor needs to do his or her own hamlet . for benigni it wasn't shakespeare whom he wanted to define his career with but pinocchio . it might as well have been problem child iv .,0
1621,7432,credibility levels are low and character development a non-starter .,0
1748,5824,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0
1759,6717,"amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the "" other side of the story . """,0
1326,10241,predictably melodramatic .,0
1818,8540,"there's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do joan and philip's repetitive arguments , schemes and treachery .",0
2028,6761,"a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .",0
1569,5798,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .",0
1837,5523,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,0
2052,5920,"everything's serious , poetic , earnest and -- sadly -- dull .",0
2149,9202,"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life .",0
1844,5509,"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique .",0
1803,9579,"after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",0
2053,5883,a few pieces of the film buzz and whir ; very little of it actually clicks . the thing just never gets off the ground .,0
1994,6601,"though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary .",0
1751,5610,it's like an all-star salute to disney's cheesy commercialism .,0
1185,10228,"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0
1368,7697,a modest and messy metaphysical thriller offering more questions than answers .,0
1112,10349,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0
2095,6979,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem .",0
1306,10630,"it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's horribly wrong , nothing will .",0
1500,5832,gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh .,0
1228,6831,"lacking substance and soul , crossroads comes up shorter than britney's cutoffs .",0
1819,9492,"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it .",0
1425,8794,some stunning visuals -- and some staggeringly boring cinema .,0
1909,9133,"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so .",0
